user_id,true_label,risk_score,predicted_blacklist,risk_level,data_source
64224,1,0.981095163,1,極高風險,train
64225,1,0.981002331,1,極高風險,train
115922,,0.980975921,1,極高風險,predict
64226,1,0.980897527,1,極高風險,train
64227,1,0.980800598,1,極高風險,train
64228,1,0.980563581,1,極高風險,train
64229,1,0.980448371,1,極高風險,train
47,0,0.980291953,1,極高風險,train
64230,1,0.980223456,1,極高風險,train
64231,1,0.980129811,1,極高風險,train
64232,1,0.980129399,1,極高風險,train
64233,1,0.980022116,1,極高風險,train
115935,,0.979806068,1,極高風險,predict
64234,1,0.979733076,1,極高風險,train
64235,1,0.979654997,1,極高風險,train
64236,1,0.979648668,1,極高風險,train
64237,1,0.979642922,1,極高風險,train
64238,1,0.979589013,1,極高風險,train
122243,,0.979554739,1,極高風險,predict
64239,1,0.979524281,1,極高風險,train
64240,1,0.979517542,1,極高風險,train
64241,1,0.97948452,1,極高風險,train
64242,1,0.979437884,1,極高風險,train
64243,1,0.979407292,1,極高風險,train
64244,1,0.979343767,1,極高風險,train
64245,1,0.979326341,1,極高風險,train
120918,,0.979208808,1,極高風險,predict
64246,1,0.97916322,1,極高風險,train
64247,1,0.979106542,1,極高風險,train
64248,1,0.979027545,1,極高風險,train
64249,1,0.979023047,1,極高風險,train
64250,1,0.97901972,1,極高風險,train
64251,1,0.979012391,1,極高風險,train
119734,,0.978967791,1,極高風險,predict
64252,1,0.97895852,1,極高風險,train
64253,1,0.978956424,1,極高風險,train
64254,1,0.978943593,1,極高風險,train
64255,1,0.978890932,1,極高風險,train
64256,1,0.978859493,1,極高風險,train
64257,1,0.978851445,1,極高風險,train
64258,1,0.978767485,1,極高風險,train
64259,1,0.978665213,1,極高風險,train
64260,1,0.978633859,1,極高風險,train
64261,1,0.978617273,1,極高風險,train
64262,1,0.978438435,1,極高風險,train
64263,1,0.978382318,1,極高風險,train
64264,1,0.978191443,1,極高風險,train
64265,1,0.977874133,1,極高風險,train
121123,,0.977667608,1,極高風險,predict
64266,1,0.977572442,1,極高風險,train
64267,1,0.977559784,1,極高風險,train
125955,,0.977518405,1,極高風險,predict
64268,1,0.977290142,1,極高風險,train
64269,1,0.977251983,1,極高風險,train
64270,1,0.977247366,1,極高風險,train
64271,1,0.977207955,1,極高風險,train
82,0,0.977153262,1,極高風險,train
64272,1,0.977122016,1,極高風險,train
64273,1,0.977116149,1,極高風險,train
64274,1,0.97710743,1,極高風險,train
64275,1,0.976960425,1,極高風險,train
64276,1,0.976761963,1,極高風險,train
115730,,0.97673429,1,極高風險,predict
64277,1,0.976655634,1,極高風險,train
64278,1,0.976611045,1,極高風險,train
116030,,0.976557941,1,極高風險,predict
64279,1,0.976449531,1,極高風險,train
64280,1,0.976231734,1,極高風險,train
64281,1,0.976222155,1,極高風險,train
64282,1,0.976178143,1,極高風險,train
64283,1,0.976053786,1,極高風險,train
64284,1,0.975957666,1,極高風險,train
64285,1,0.975875549,1,極高風險,train
64286,1,0.975831899,1,極高風險,train
64287,1,0.975827884,1,極高風險,train
64288,1,0.975698676,1,極高風險,train
64289,1,0.975574509,1,極高風險,train
64290,1,0.975530154,1,極高風險,train
122360,,0.975492001,1,極高風險,predict
64291,1,0.975482528,1,極高風險,train
168,0,0.975440998,1,極高風險,train
64292,1,0.975368189,1,極高風險,train
64293,1,0.975339567,1,極高風險,train
64294,1,0.975274001,1,極高風險,train
203,0,0.975098555,1,極高風險,train
64295,1,0.97509214,1,極高風險,train
249,0,0.974984935,1,極高風險,train
71709,0,0.974960141,1,極高風險,train
64296,1,0.974935371,1,極高風險,train
64297,1,0.974904863,1,極高風險,train
64298,1,0.974876204,1,極高風險,train
64299,1,0.974863741,1,極高風險,train
64300,1,0.974835733,1,極高風險,train
64301,1,0.974781379,1,極高風險,train
64302,1,0.974736023,1,極高風險,train
118325,,0.974567543,1,極高風險,predict
64303,1,0.974511565,1,極高風險,train
64304,1,0.974407237,1,極高風險,train
64305,1,0.974377941,1,極高風險,train
64306,1,0.974367739,1,極高風險,train
117294,,0.974237857,1,極高風險,predict
183,0,0.974175924,1,極高風險,train
64307,1,0.974163834,1,極高風險,train
64308,1,0.974159539,1,極高風險,train
64309,1,0.974074634,1,極高風險,train
126241,,0.974058983,1,極高風險,predict
64310,1,0.974009937,1,極高風險,train
64311,1,0.973935624,1,極高風險,train
115914,,0.973851503,1,極高風險,predict
64312,1,0.973822976,1,極高風險,train
64313,1,0.973818888,1,極高風險,train
64314,1,0.973723366,1,極高風險,train
64315,1,0.973651667,1,極高風險,train
64316,1,0.973583282,1,極高風險,train
64317,1,0.973549821,1,極高風險,train
64318,1,0.973480939,1,極高風險,train
64319,1,0.973452987,1,極高風險,train
64320,1,0.973421087,1,極高風險,train
64321,1,0.973296778,1,極高風險,train
64322,1,0.97325858,1,極高風險,train
64323,1,0.973249987,1,極高風險,train
68934,0,0.973229885,1,極高風險,train
64324,1,0.973228813,1,極高風險,train
64325,1,0.973217226,1,極高風險,train
64326,1,0.97313486,1,極高風險,train
122259,,0.973112425,1,極高風險,predict
64327,1,0.972919033,1,極高風險,train
64328,1,0.972853172,1,極高風險,train
64329,1,0.97277174,1,極高風險,train
64330,1,0.972742172,1,極高風險,train
64331,1,0.972722155,1,極高風險,train
214,0,0.972651125,1,極高風險,train
64332,1,0.972650879,1,極高風險,train
64333,1,0.972642003,1,極高風險,train
64334,1,0.972515883,1,極高風險,train
64335,1,0.972487402,1,極高風險,train
64336,1,0.972461795,1,極高風險,train
127526,,0.972418921,1,極高風險,predict
64337,1,0.972352857,1,極高風險,train
64338,1,0.972327552,1,極高風險,train
64339,1,0.972270587,1,極高風險,train
64340,1,0.972246786,1,極高風險,train
64341,1,0.972217846,1,極高風險,train
64342,1,0.972209742,1,極高風險,train
64343,1,0.972204094,1,極高風險,train
64344,1,0.972180412,1,極高風險,train
64345,1,0.972117487,1,極高風險,train
64346,1,0.972113976,1,極高風險,train
64347,1,0.97210741,1,極高風險,train
117158,,0.972067126,1,極高風險,predict
64348,1,0.972052885,1,極高風險,train
64349,1,0.97202929,1,極高風險,train
64350,1,0.972015091,1,極高風險,train
64351,1,0.972001617,1,極高風險,train
64352,1,0.971915519,1,極高風險,train
64353,1,0.971780854,1,極高風險,train
64354,1,0.971771046,1,極高風險,train
64355,1,0.9717037,1,極高風險,train
64356,1,0.971655489,1,極高風險,train
64357,1,0.971585485,1,極高風險,train
64358,1,0.971493905,1,極高風險,train
64359,1,0.971481349,1,極高風險,train
64360,1,0.971346923,1,極高風險,train
64361,1,0.971341586,1,極高風險,train
64362,1,0.971285614,1,極高風險,train
64363,1,0.971258461,1,極高風險,train
64364,1,0.971081788,1,極高風險,train
64365,1,0.971066195,1,極高風險,train
64366,1,0.971024216,1,極高風險,train
67277,0,0.971006045,1,極高風險,train
64367,1,0.970968557,1,極高風險,train
64368,1,0.970947101,1,極高風險,train
64369,1,0.970836339,1,極高風險,train
64370,1,0.970745446,1,極高風險,train
64371,1,0.970742135,1,極高風險,train
64372,1,0.970667202,1,極高風險,train
64373,1,0.970617432,1,極高風險,train
64374,1,0.970579601,1,極高風險,train
64375,1,0.970539979,1,極高風險,train
11,0,0.970537129,1,極高風險,train
149,0,0.970503229,1,極高風險,train
64376,1,0.97046593,1,極高風險,train
64377,1,0.970393673,1,極高風險,train
64378,1,0.970368807,1,極高風險,train
115901,,0.970365595,1,極高風險,predict
64379,1,0.970358417,1,極高風險,train
64380,1,0.970346169,1,極高風險,train
64381,1,0.970272763,1,極高風險,train
64382,1,0.970204887,1,極高風險,train
64383,1,0.970174301,1,極高風險,train
64384,1,0.970172837,1,極高風險,train
64385,1,0.970166072,1,極高風險,train
122261,,0.970140655,1,極高風險,predict
64386,1,0.970011529,1,極高風險,train
64387,1,0.969957844,1,極高風險,train
64388,1,0.96993645,1,極高風險,train
64389,1,0.969904037,1,極高風險,train
64390,1,0.969838653,1,極高風險,train
64391,1,0.969832852,1,極高風險,train
123365,,0.969820686,1,極高風險,predict
64392,1,0.969792239,1,極高風險,train
121424,,0.969741182,1,極高風險,predict
105,0,0.969486982,1,極高風險,train
64393,1,0.969454736,1,極高風險,train
71859,0,0.96945091,1,極高風險,train
122300,,0.969410991,1,極高風險,predict
64394,1,0.969256063,1,極高風險,train
64395,1,0.969165791,1,極高風險,train
116804,,0.969090811,1,極高風險,predict
64396,1,0.968990794,1,極高風險,train
64397,1,0.968975611,1,極高風險,train
118184,,0.968920853,1,極高風險,predict
64398,1,0.968899014,1,極高風險,train
64399,1,0.968865506,1,極高風險,train
79515,0,0.968863952,1,極高風險,train
64400,1,0.968840174,1,極高風險,train
64401,1,0.968837442,1,極高風險,train
119688,,0.968800211,1,極高風險,predict
64402,1,0.968776663,1,極高風險,train
64403,1,0.968716597,1,極高風險,train
64404,1,0.96868072,1,極高風險,train
118442,,0.968606832,1,極高風險,predict
64405,1,0.968538468,1,極高風險,train
64406,1,0.968491741,1,極高風險,train
64407,1,0.968484045,1,極高風險,train
64408,1,0.968473803,1,極高風險,train
127196,,0.96845915,1,極高風險,predict
64409,1,0.968387297,1,極高風險,train
69866,0,0.968313108,1,極高風險,train
64410,1,0.968311626,1,極高風險,train
64411,1,0.968299116,1,極高風險,train
64412,1,0.968298689,1,極高風險,train
64413,1,0.96825259,1,極高風險,train
64414,1,0.968049934,1,極高風險,train
64415,1,0.967999297,1,極高風險,train
64416,1,0.967970243,1,極高風險,train
202,0,0.967961546,1,極高風險,train
64417,1,0.967933068,1,極高風險,train
64418,1,0.967872254,1,極高風險,train
365,0,0.967754979,1,極高風險,train
64419,1,0.967731904,1,極高風險,train
127389,,0.967696953,1,極高風險,predict
64420,1,0.967686848,1,極高風險,train
64421,1,0.967649022,1,極高風險,train
64422,1,0.967644666,1,極高風險,train
64423,1,0.967631662,1,極高風險,train
251,0,0.967576104,1,極高風險,train
64424,1,0.967572521,1,極高風險,train
117022,,0.967533194,1,極高風險,predict
64425,1,0.967497081,1,極高風險,train
64426,1,0.967490626,1,極高風險,train
64427,1,0.967309738,1,極高風險,train
76674,0,0.96719237,1,極高風險,train
118380,,0.967140046,1,極高風險,predict
64428,1,0.967114046,1,極高風險,train
64429,1,0.967087549,1,極高風險,train
121982,,0.967067351,1,極高風險,predict
81997,0,0.967000105,1,極高風險,train
64430,1,0.966886595,1,極高風險,train
64431,1,0.966885846,1,極高風險,train
76698,0,0.966855135,1,極高風險,train
64432,1,0.966848192,1,極高風險,train
126073,,0.966796059,1,極高風險,predict
64433,1,0.966775696,1,極高風險,train
64434,1,0.966700929,1,極高風險,train
64435,1,0.966632488,1,極高風險,train
77239,0,0.966609204,1,極高風險,train
79975,0,0.966597482,1,極高風險,train
64436,1,0.966552684,1,極高風險,train
64437,1,0.966474923,1,極高風險,train
64438,1,0.966395483,1,極高風險,train
64439,1,0.966387364,1,極高風險,train
64440,1,0.966330993,1,極高風險,train
64441,1,0.966318458,1,極高風險,train
64442,1,0.9662088,1,極高風險,train
64443,1,0.966207753,1,極高風險,train
64444,1,0.966120619,1,極高風險,train
64445,1,0.966096003,1,極高風險,train
64446,1,0.965980837,1,極高風險,train
118175,,0.965968721,1,極高風險,predict
64447,1,0.96594354,1,極高風險,train
68931,0,0.965941162,1,極高風險,train
122309,,0.96585199,1,極高風險,predict
64448,1,0.965836356,1,極高風險,train
289,0,0.965810527,1,極高風險,train
64449,1,0.965796973,1,極高風險,train
153,0,0.965791928,1,極高風險,train
64450,1,0.965785868,1,極高風險,train
201,0,0.96573573,1,極高風險,train
64451,1,0.965726203,1,極高風險,train
64452,1,0.965698746,1,極高風險,train
64453,1,0.965661787,1,極高風險,train
64454,1,0.965652566,1,極高風險,train
64455,1,0.965619508,1,極高風險,train
64456,1,0.965497094,1,極高風險,train
125014,,0.965450272,1,極高風險,predict
64457,1,0.965420693,1,極高風險,train
124915,,0.965108872,1,極高風險,predict
64458,1,0.965107593,1,極高風險,train
64459,1,0.965043705,1,極高風險,train
64460,1,0.964974398,1,極高風險,train
64461,1,0.964919469,1,極高風險,train
64462,1,0.964844262,1,極高風險,train
127372,,0.964804728,1,極高風險,predict
64463,1,0.964790347,1,極高風險,train
64464,1,0.964649358,1,極高風險,train
64465,1,0.964583532,1,極高風險,train
64466,1,0.964570114,1,極高風險,train
119732,,0.9645631,1,極高風險,predict
119646,,0.96454442,1,極高風險,predict
64467,1,0.964536823,1,極高風險,train
81947,0,0.96453274,1,極高風險,train
64468,1,0.964522056,1,極高風險,train
123622,,0.96451266,1,極高風險,predict
288,0,0.964508715,1,極高風險,train
64469,1,0.964411876,1,極高風險,train
64470,1,0.964379001,1,極高風險,train
71626,0,0.96434736,1,極高風險,train
342,0,0.964314985,1,極高風險,train
64471,1,0.964251405,1,極高風險,train
64472,1,0.964219091,1,極高風險,train
64473,1,0.964133714,1,極高風險,train
64474,1,0.964122478,1,極高風險,train
115825,,0.964063387,1,極高風險,predict
64475,1,0.964008171,1,極高風險,train
121097,,0.963968109,1,極高風險,predict
64476,1,0.963922113,1,極高風險,train
64477,1,0.963844866,1,極高風險,train
64478,1,0.963717962,1,極高風險,train
64479,1,0.963655339,1,極高風險,train
90459,0,0.963650972,1,極高風險,train
64480,1,0.963639002,1,極高風險,train
64481,1,0.963638899,1,極高風險,train
126987,,0.963631761,1,極高風險,predict
127387,,0.963619224,1,極高風險,predict
64482,1,0.963567038,1,極高風險,train
71670,0,0.963538963,1,極高風險,train
64483,1,0.963518971,1,極高風險,train
64484,1,0.963513589,1,極高風險,train
64485,1,0.963457279,1,極高風險,train
64486,1,0.963380791,1,極高風險,train
126239,,0.963308182,1,極高風險,predict
64487,1,0.963269184,1,極高風險,train
117973,,0.963207889,1,極高風險,predict
64488,1,0.963087581,1,極高風險,train
64489,1,0.962948954,1,極高風險,train
76771,0,0.962871632,1,極高風險,train
64490,1,0.962854835,1,極高風險,train
64491,1,0.962823366,1,極高風險,train
64492,1,0.962794921,1,極高風險,train
64493,1,0.962770523,1,極高風險,train
64494,1,0.962730863,1,極高風險,train
118474,,0.962728537,1,極高風險,predict
64495,1,0.962647227,1,極高風險,train
64496,1,0.962615541,1,極高風險,train
64497,1,0.962569493,1,極高風險,train
268,0,0.962534272,1,極高風險,train
64498,1,0.962532021,1,極高風險,train
120920,,0.962502817,1,極高風險,predict
64499,1,0.962454787,1,極高風險,train
120799,,0.962428042,1,極高風險,predict
64500,1,0.962395836,1,極高風險,train
122365,,0.962371473,1,極高風險,predict
76661,0,0.962331048,1,極高風險,train
64501,1,0.96230121,1,極高風險,train
363,0,0.962285983,1,極高風險,train
64502,1,0.962265669,1,極高風險,train
71746,0,0.962214891,1,極高風險,train
64503,1,0.962212862,1,極高風險,train
124834,,0.96210797,1,極高風險,predict
64504,1,0.96209861,1,極高風險,train
64505,1,0.962075375,1,極高風險,train
275,0,0.962039778,1,極高風險,train
64506,1,0.961983837,1,極高風險,train
123603,,0.961808552,1,極高風險,predict
115982,,0.961794747,1,極高風險,predict
64507,1,0.961781219,1,極高風險,train
64508,1,0.961767169,1,極高風險,train
64509,1,0.961737136,1,極高風險,train
64510,1,0.961656436,1,極高風險,train
124770,,0.961584401,1,極高風險,predict
64511,1,0.961513638,1,極高風險,train
64512,1,0.961444505,1,極高風險,train
64513,1,0.961431495,1,極高風險,train
127371,,0.961416041,1,極高風險,predict
122173,,0.961262337,1,極高風險,predict
64514,1,0.961249793,1,極高風險,train
136,0,0.961230307,1,極高風險,train
64515,1,0.961227938,1,極高風險,train
64516,1,0.961222241,1,極高風險,train
118565,,0.961221194,1,極高風險,predict
64517,1,0.961208475,1,極高風險,train
79513,0,0.961184983,1,極高風險,train
122310,,0.961181015,1,極高風險,predict
127429,,0.961118044,1,極高風險,predict
164,0,0.96101061,1,極高風險,train
64518,1,0.960952334,1,極高風險,train
120704,,0.96091044,1,極高風險,predict
64519,1,0.960839142,1,極高風險,train
64520,1,0.960837964,1,極高風險,train
64521,1,0.960822869,1,極高風險,train
64522,1,0.960802084,1,極高風險,train
64523,1,0.960799924,1,極高風險,train
64524,1,0.960799538,1,極高風險,train
69125,0,0.960780333,1,極高風險,train
64525,1,0.960772134,1,極高風險,train
64526,1,0.960726574,1,極高風險,train
122406,,0.960707162,1,極高風險,predict
120,0,0.96068528,1,極高風險,train
64527,1,0.960670593,1,極高風險,train
64528,1,0.960525749,1,極高風險,train
64529,1,0.960465268,1,極高風險,train
64530,1,0.960401539,1,極高風險,train
64531,1,0.960385202,1,極高風險,train
64532,1,0.960377751,1,極高風險,train
122237,,0.960216147,1,極高風險,predict
64533,1,0.960131829,1,極高風險,train
126153,,0.960046292,1,極高風險,predict
64534,1,0.960018597,1,極高風險,train
115862,,0.95987073,1,極高風險,predict
71738,0,0.959803401,1,極高風險,train
64535,1,0.959703955,1,極高風險,train
64536,1,0.959669813,1,極高風險,train
64537,1,0.959620642,1,極高風險,train
64538,1,0.959423389,1,極高風險,train
69017,0,0.959364387,1,極高風險,train
64539,1,0.95934512,1,極高風險,train
64540,1,0.959282231,1,極高風險,train
64541,1,0.959218976,1,極高風險,train
126263,,0.959195762,1,極高風險,predict
15,0,0.959166552,1,極高風險,train
81929,0,0.959084355,1,極高風險,train
64542,1,0.959063322,1,極高風險,train
64543,1,0.959035372,1,極高風險,train
123005,,0.959009797,1,極高風險,predict
64544,1,0.958994446,1,極高風險,train
367,0,0.958957087,1,極高風險,train
64545,1,0.958898476,1,極高風險,train
348,0,0.958889127,1,極高風險,train
123555,,0.958857931,1,極高風險,predict
64546,1,0.958822526,1,極高風險,train
121096,,0.958718039,1,極高風險,predict
64547,1,0.958638409,1,極高風險,train
29,0,0.958611945,1,極高風險,train
64548,1,0.958597221,1,極高風險,train
64549,1,0.958582036,1,極高風險,train
127426,,0.958516786,1,極高風險,predict
64550,1,0.958465284,1,極高風險,train
122359,,0.958387789,1,極高風險,predict
71564,0,0.958347774,1,極高風險,train
64551,1,0.958299601,1,極高風險,train
64552,1,0.958214278,1,極高風險,train
126081,,0.958168102,1,極高風險,predict
76460,0,0.958135131,1,極高風險,train
64553,1,0.958122668,1,極高風險,train
64554,1,0.958006563,1,極高風險,train
115052,,0.957979928,1,極高風險,predict
64555,1,0.957957956,1,極高風險,train
64556,1,0.95787487,1,極高風險,train
281,0,0.957849876,1,極高風險,train
64557,1,0.957741008,1,極高風險,train
72152,0,0.957602906,1,極高風險,train
64558,1,0.957577228,1,極高風險,train
64559,1,0.95750463,1,極高風險,train
120905,,0.957476888,1,極高風險,predict
127399,,0.957454615,1,極高風險,predict
64560,1,0.957433217,1,極高風險,train
350,0,0.957410332,1,極高風險,train
64561,1,0.957406801,1,極高風險,train
64562,1,0.957356029,1,極高風險,train
64563,1,0.957272137,1,極高風險,train
64564,1,0.957266783,1,極高風險,train
64565,1,0.957240867,1,極高風險,train
64566,1,0.957113315,1,極高風險,train
64567,1,0.957074755,1,極高風險,train
337,0,0.957056891,1,極高風險,train
64568,1,0.957039216,1,極高風險,train
64569,1,0.956955796,1,極高風險,train
76744,0,0.95694113,1,極高風險,train
79269,0,0.956933724,1,極高風險,train
64570,1,0.956920416,1,極高風險,train
64571,1,0.956866276,1,極高風險,train
119692,,0.956774954,1,極高風險,predict
64572,1,0.956764107,1,極高風險,train
64573,1,0.956717378,1,極高風險,train
64574,1,0.95671651,1,極高風險,train
64575,1,0.956687371,1,極高風險,train
64576,1,0.956649357,1,極高風險,train
64577,1,0.956589246,1,極高風險,train
122,0,0.956576659,1,極高風險,train
122433,,0.956563833,1,極高風險,predict
64578,1,0.956558827,1,極高風險,train
64579,1,0.956509578,1,極高風險,train
117033,,0.956425249,1,極高風險,predict
64580,1,0.956313973,1,極高風險,train
121015,,0.956308218,1,極高風險,predict
64581,1,0.9562785,1,極高風險,train
79239,0,0.956268732,1,極高風險,train
119766,,0.956259441,1,極高風險,predict
69007,0,0.956244494,1,極高風險,train
115903,,0.956174396,1,極高風險,predict
122317,,0.956135772,1,極高風險,predict
64582,1,0.95603808,1,極高風險,train
118507,,0.955978129,1,極高風險,predict
64583,1,0.955961755,1,極高風險,train
64584,1,0.955926899,1,極高風險,train
64585,1,0.955918694,1,極高風險,train
64586,1,0.955854315,1,極高風險,train
117095,,0.955842868,1,極高風險,predict
68953,0,0.955826283,1,極高風險,train
64587,1,0.955823433,1,極高風險,train
64588,1,0.955573662,1,極高風險,train
64589,1,0.955571965,1,極高風險,train
64590,1,0.955568687,1,極高風險,train
64591,1,0.955404987,1,極高風險,train
64592,1,0.955403902,1,極高風險,train
64593,1,0.955382011,1,極高風險,train
123626,,0.955353471,1,極高風險,predict
64594,1,0.955309018,1,極高風險,train
344,0,0.955280563,1,極高風險,train
64595,1,0.955253417,1,極高風險,train
331,0,0.95522569,1,極高風險,train
64596,1,0.955214572,1,極高風險,train
72033,0,0.955192544,1,極高風險,train
64597,1,0.955156129,1,極高風險,train
64598,1,0.955142553,1,極高風險,train
85769,0,0.955076095,1,極高風險,train
64599,1,0.955025442,1,極高風險,train
64600,1,0.954987907,1,極高風險,train
141,0,0.954965775,1,極高風險,train
74492,0,0.95493113,1,極高風險,train
81976,0,0.954919831,1,極高風險,train
64601,1,0.954860234,1,極高風險,train
64602,1,0.954745306,1,極高風險,train
64603,1,0.954702261,1,極高風險,train
64604,1,0.954660789,1,極高風險,train
64605,1,0.95465663,1,極高風險,train
64606,1,0.954639472,1,極高風險,train
64607,1,0.95460505,1,極高風險,train
64608,1,0.95458308,1,極高風險,train
64609,1,0.954542859,1,極高風險,train
254,0,0.954524654,1,極高風險,train
80011,0,0.954478596,1,極高風險,train
64610,1,0.954474196,1,極高風險,train
64611,1,0.954456759,1,極高風險,train
166,0,0.954388101,1,極高風險,train
120755,,0.954287447,1,極高風險,predict
64612,1,0.954242245,1,極高風險,train
72096,0,0.954205192,1,極高風險,train
68986,0,0.954064364,1,極高風險,train
64613,1,0.954057478,1,極高風險,train
80061,0,0.954057257,1,極高風險,train
66455,0,0.954035863,1,極高風險,train
80041,0,0.953998332,1,極高風險,train
64614,1,0.953985293,1,極高風險,train
126167,,0.953971693,1,極高風險,predict
123594,,0.953956076,1,極高風險,predict
122304,,0.953945956,1,極高風險,predict
64615,1,0.953917992,1,極高風險,train
119528,,0.95390246,1,極高風險,predict
64616,1,0.953899889,1,極高風險,train
69169,0,0.953891191,1,極高風險,train
64617,1,0.953887931,1,極高風險,train
64618,1,0.953857226,1,極高風險,train
64619,1,0.953781862,1,極高風險,train
126253,,0.953761781,1,極高風險,predict
118359,,0.953746611,1,極高風險,predict
260,0,0.953737602,1,極高風險,train
64620,1,0.95371232,1,極高風險,train
64621,1,0.953574803,1,極高風險,train
64622,1,0.953571761,1,極高風險,train
93483,0,0.953512081,1,極高風險,train
64623,1,0.953474373,1,極高風險,train
90312,0,0.953464231,1,極高風險,train
64624,1,0.953414438,1,極高風險,train
117304,,0.95327935,1,極高風險,predict
64625,1,0.953241238,1,極高風險,train
64626,1,0.953162975,1,極高風險,train
122424,,0.953155442,1,極高風險,predict
64627,1,0.953053164,1,極高風險,train
229,0,0.95305296,1,極高風險,train
71696,0,0.953012141,1,極高風險,train
64628,1,0.953011774,1,極高風險,train
71655,0,0.952961866,1,極高風險,train
64629,1,0.95291395,1,極高風險,train
64630,1,0.952860378,1,極高風險,train
118386,,0.952843876,1,極高風險,predict
79404,0,0.952762737,1,極高風險,train
126159,,0.952691765,1,極高風險,predict
118408,,0.952603927,1,極高風險,predict
71278,0,0.952519971,1,極高風險,train
117196,,0.95250308,1,極高風險,predict
69155,0,0.952498765,1,極高風險,train
127388,,0.952482302,1,極高風險,predict
64631,1,0.952429192,1,極高風險,train
82049,0,0.952404047,1,極高風險,train
64632,1,0.952096036,1,極高風險,train
341,0,0.952030255,1,極高風險,train
82022,0,0.952014414,1,極高風險,train
64633,1,0.951983424,1,極高風險,train
64634,1,0.951968957,1,極高風險,train
64635,1,0.951892897,1,極高風險,train
117174,,0.951878371,1,極高風險,predict
64636,1,0.951828075,1,極高風險,train
