id,currency,user_id,created_at,kind,sub_kind,ori_samount,twd_srate,relation_user_id,from_wallet_hash,to_wallet_hash,protocol,source_ip_hash
165,ada,903403,2025-10-12T02:47:35,0,0,50049820000,2105250000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
166,ada,903403,2025-10-12T03:06:15,0,0,50809060000,2096000000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
167,ada,903403,2025-10-12T03:27:55,0,0,51718150000,2066000000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
168,ada,903403,2025-10-12T03:49:50,0,0,51278590000,2040330000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
169,ada,903403,2025-10-12T04:13:25,0,0,52107760000,2037120000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
170,ada,903403,2025-10-12T04:34:40,0,0,52867000000,2013920000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
171,ada,903403,2025-10-12T05:04:35,0,0,53510000000,2010500000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
172,ada,903403,2025-10-12T05:27:40,0,0,53030000000,2008500000,,09a7ddcd33270cbd48833869cb9f3869,7db8ad01ecb0259a48906a08afd91ff1,0,
173,ada,904264,2025-10-18T14:38:35,1,0,37358216600,1938770000,,636f8885f54dc2320bbb47b9d566006e,697ff80c46aacbe5c1ef93f870eb6e0b,0,01f7af436cc07015ee882eb96bb57c35
176,ada,931802,2025-10-12T00:43:29,1,0,937043459900,2081770000,,636f8885f54dc2320bbb47b9d566006e,c6d6f12a06684cadb596d18589de8f7f,0,c2584d028b478a1b9c68c8ccd855e4fc
179,ada,950264,2025-10-05T22:13:03,1,0,750000000,2624000000,,636f8885f54dc2320bbb47b9d566006e,b07f709ee588ba62cf2100ffb7ad40e4,0,1f05559c3f7e2319347284d5880b75bd
180,ada,950264,2025-10-05T22:25:44,1,0,249000000000,2619880000,,636f8885f54dc2320bbb47b9d566006e,b07f709ee588ba62cf2100ffb7ad40e4,0,1f05559c3f7e2319347284d5880b75bd
182,ada,981864,2025-10-12T01:06:35,0,0,3502540000,2077600000,,1272ca2b6f5b534869ee83ff923e1bfc,9840df9cc5b768bea37ac3ad73a3ed94,0,
183,ada,981864,2025-10-18T13:06:51,1,0,10100000000,1938000000,,636f8885f54dc2320bbb47b9d566006e,b02d4fdc53ab8149d8f879435f9e4c41,0,fbb7031c1a463681eff768f66b82562e
212,ape,575553,2025-10-20T18:08:22,1,0,1566486068,1282000000,,a0de6a1256c761697e96bae5d3506c2e,e36da98ec6f82cfce8a5d0649c11ae47,1,46756e3dcb3494fb2a355822f98bc9fe
220,bch,246275,2025-10-18T01:00:09,0,0,699200000,1715870000000,,709470e19360f8208551c36564e88c37,179b73546b50086b9db03ab1c62b4408,0,
221,bch,246275,2025-10-18T21:50:05,0,0,489410000,1465310000000,,709470e19360f8208551c36564e88c37,179b73546b50086b9db03ab1c62b4408,0,
258,bnb,209991,2025-10-09T10:05:08,0,0,1380000,3990010000000,,81cb9147c75627e4cddfd9998e5ba0e6,2fe0653f87b6c988d733bf34ee166063,5,
260,bnb,246275,2025-10-09T19:43:05,0,0,150999000,3912740000000,,a5dd91e4d0de00cde7ffe936cad4a239,0e34cd0328e653eb43d4afd5688d3652,5,
261,bnb,246275,2025-10-09T19:43:35,0,0,229999000,3912740000000,,4f0cd88a261363697d83c6f888e55e43,0e34cd0328e653eb43d4afd5688d3652,5,
262,bnb,265391,2025-10-12T12:58:35,0,0,7236215,3551790000000,,69b1bd5a1c420f4f0696516433d15221,c8fedcf0a2dc999e9964e6debbc27321,5,
264,bnb,303753,2025-10-20T16:38:35,0,0,5000000,3466210000000,,6a99a1408baa3ced1b7ff997e7fd7fcc,48bd2f07aafc27a948e1a925a7f42007,5,
265,bnb,303753,2025-10-20T17:52:05,0,0,5,3445100000000,,c63e4ec03a1fe9a85804d0233efaf20e,48bd2f07aafc27a948e1a925a7f42007,5,
266,bnb,344877,2025-10-05T00:39:35,0,0,14400000,3478320000000,,be7a39a1b95c8e13f420d4c7b965094a,18c3d26717367ca24bc7146e238fa53c,5,
283,bnb,714896,2025-10-20T13:08:08,0,0,60000000,3455380000000,,f48886b87bde02329847159a77372d3c,f37c8c87f5b9051e47fa6eb9c8ab656b,5,
284,bnb,771792,2025-10-20T18:24:35,0,0,487528,3456060000000,,17aa03869371088d1cac498edb8bb3d8,983ead1aa54069770c3ae173f96938d7,5,
285,bnb,782254,2025-10-12T22:23:35,0,0,137068502,3921370000000,,6ce4b6803d3f799407854723aade5f82,a530852c7f3a4563ff0929d8730f1835,5,
303,bnb,971253,2025-10-09T15:28:05,0,0,19582728,4059360000000,,4f0cd88a261363697d83c6f888e55e43,f019f835f3edf01218b7413e91a2c6e5,5,
304,bnb,974036,2025-10-05T16:26:05,0,0,2671317,3591570000000,,bf3ccf2bae98896ecf111cfcee89f98a,a9222d7c207892f26a1c30d78c5bb9f6,5,
307,btc,1767,2025-10-12T23:11:53,1,0,845000,355712800000000,,a8a91403a9122b733ce64c9532d2487e,587355432999261df222507029f45f6c,0,922b84ed13028788b8cee9fe91c5a63a
311,btc,3054,2025-10-09T14:25:57,1,0,13660201,373700100000000,,942e80e731aaf883d2c90c86b816c6ac,ad6f28a94c943ccab54fc80a5db378c4,0,2932609ab624b018865061501e6f4547
314,btc,6242,2025-10-12T21:18:13,1,0,28300000,351795000000000,,69afabaafafda6d726c11c314716295f,a1559b997e5890bc63a28a9ae7f7a1d3,0,a52a3d705664818b2134a456df5ce622
318,btc,9359,2025-10-12T11:04:05,1,0,896000,348151400000000,,2fdae84b1526e0bd257bd814c90c9589,33d400d746a2b7b4233bcb6d0ecd1c9b,0,51a202a5426ac06a86bec01a9b9afc6f
319,btc,10403,2025-10-12T17:23:36,1,0,19672314,352596900000000,,188b65a999a1d2c8e7fe59ae113d7c59,2ac31c866ab601c49f7fbbdaf2481566,0,bd322f3a0a6eb9c775c171f5c50afe6a
344,btc,72436,2025-10-09T18:50:05,0,0,12805800,375753000000000,,d952a50c87221f3763de32cb6f8f0ed7,1ea7f7be85e854cb4d950d139a38abed,0,
397,btc,98988,2025-10-09T01:16:35,1,0,59879,378233300000000,,69afabaafafda6d726c11c314716295f,0e2733640f34e02ab5f6bae1014c0584,0,5103bcd605c6a63ef440e5b87d38a139
399,btc,111190,2025-10-05T15:39:39,1,0,1000000,380646400000000,,69afabaafafda6d726c11c314716295f,2373233ab0856b511e21318e7028a476,0,251c8f2ee6c85de1b3f04ee94eaa0da2
407,btc,168772,2025-10-18T16:56:04,1,1,4863554,330107800000000,992486.0,,2ef2ba5457186ed785b13afb3c3193e9,0,0b19afbde682faa1d27f4a410452adb4
408,btc,168772,2025-10-18T17:21:05,1,0,2016446,329949000000000,,cbcbd2081d3a2b478e706c009a62f16f,0bfe3015636b9f1a565a9856ca03dbee,0,0b19afbde682faa1d27f4a410452adb4
426,btc,275327,2025-10-09T16:52:26,1,0,149810,373181800000000,,0611d62724fbedfe13713fd5ff4a67bc,84042b22983fe4cc4c648b8f9bdd7c2e,0,0f008196ba807d860815ebd53e6beda8
429,btc,305269,2025-10-12T15:52:51,1,0,280791,354204800000000,,378bfc8dedbc95347c82922002095eb2,2c57aa513da89a3778720de621d5dbb3,0,7d2840f9174411b12a1fec3e036d012f
430,btc,306408,2025-10-05T17:35:05,1,0,214362,376784200000000,,799d7ed31310bc18a44ba109661755f5,895ae0d88d53291c3f2e9e86cd3b7d07,0,69e1a71a8b835d1c48e303c7ac5fa072
436,btc,354721,2025-10-05T21:21:55,0,1,50000,375852300000000,7168.0,,07c2dde81cf165e332b38fc026f1ae32,0,
442,btc,363177,2025-10-09T17:04:17,1,0,80136,373636200000000,,76428bff9402a18311532c3d4d074c7b,630b50feb69f7b791498266cd5777346,0,19d320bd52f9722095f0c984c4b6b9cc
449,btc,367054,2025-10-12T00:01:26,1,0,85600,354000000000000,,9c29a558bd055b5bbc8ced3e8f24c2d8,f591453bf4a6b40fc5146ff86d8986ef,0,14a1842654e6ddf20ccf82938d48322a
450,btc,367054,2025-10-12T16:40:05,0,0,48756,354280500000000,,9673dccb7bee6eafae83fbf7f6a2c9ca,b0ad3417852865dc9ee1e9e97640e5d2,0,
451,btc,367054,2025-10-12T16:56:58,1,0,50920,353707900000000,,40ace8ae022028369ae55bf63db02af5,84e724b92df2f9eb0f633261d793881c,0,e0ccc35dfc4677d66006f2a748d5a2d7
456,btc,381741,2025-10-18T18:05:22,1,0,169242,330346900000000,,7ba4b7f09e3aaaa405429afb662ec325,f10a0ba2d675e93088b98e50ff7ecfad,0,e5424a6399d517c29ed53a68dcf2403c
474,btc,458685,2025-10-09T10:35:11,1,0,94459,373566000000000,,250b657db4af59805314c54de044db75,74611744fae590d858b75690a4230380,0,9155e1f1a4334141b735d1263fc54038
475,btc,458685,2025-10-12T20:31:29,1,0,645718,352497000000000,,fcd62b90d0f96aeeb6c8d143f3c553a7,74611744fae590d858b75690a4230380,0,32ccb372c018a2a3a92f1b7905cb68be
488,btc,516061,2025-10-20T14:47:35,1,0,59920,342005800000000,,c6250bc46eabf86692e865e3bb75c362,f784f494d7435ebeafdec10e40a88db5,0,8749ec0a22a0ac9522fa5b4486a78922
489,btc,519140,2025-10-12T18:09:45,1,0,140255,353273800000000,,33272e7e82d6c767bca9580dce6c7ad0,8fcca17bc26894a787e3310bc94449d1,0,38f3d558f4ea2a767be65a02f27e6454
492,btc,530202,2025-10-12T06:05:06,1,0,150000,353519000000000,,59101bf1901fa84e1c743f113dfe1bf2,c249a32090f1de70fa0b380ecfa7bae8,0,3f32cd78e1cadc2a8c102c85b3a61316
515,btc,572492,2025-10-12T21:57:30,1,0,1478309,351795000000000,,69afabaafafda6d726c11c314716295f,332d3316281bfd54c682018ba7abb680,0,59580cc9064bec7b8e57401b7bdbd4b6
516,btc,572553,2025-10-09T13:45:26,1,0,1327620,373280300000000,,69afabaafafda6d726c11c314716295f,37438710966a7ef4de6e0ac1d7a7e4ca,0,839eb449ebb22ad8f419dd253a4e0204
520,btc,584055,2025-10-05T22:35:05,0,0,3750000,375681500000000,,59dbd140cdd1886f5ed28e723bae440b,d80482bdc0243357d641c4a73b9c8f9f,0,
522,btc,605894,2025-10-05T09:35:05,0,0,7533000,373060800000000,,a2a7c0e97db41778bd48fb23610d27a0,91a64797b92a4e99a0b4af9dc3c55934,0,
526,btc,608928,2025-10-20T12:00:12,1,0,402359,338722100000000,,69afabaafafda6d726c11c314716295f,5f8324bfebf6d83b25119e475bbf094a,0,fa2193cf88defd09e2810cc40238a62c
529,btc,626407,2025-10-12T11:21:05,1,0,3601311,350803800000000,,ea1795b12de47e0ff134391515975e7b,762245a09c1e5ff4908ca8af4a6afcc6,0,3b166c2d117bed60d54abe90bbcb49fe
543,btc,666184,2025-10-09T07:30:05,0,0,544846,377634400000000,,eb0193334fb792a15d0211be0530e61b,392339fb9f73f38cd6e14d6c18e00ba8,0,
544,btc,668710,2025-10-12T22:46:39,1,0,65504000,351716700000000,,0c4838f3f3540bd7f66bfc6677ffa6d0,104bd79911612619e0e6eb73492ff4eb,0,8bed5d0933c0bb6f812e641ce31790db
545,btc,668710,2025-10-19T16:01:43,1,0,7004000,354799800000000,,69afabaafafda6d726c11c314716295f,9a36ae7cb1ef5dcdc02c446018a63258,0,8bed5d0933c0bb6f812e641ce31790db
546,btc,669288,2025-10-18T10:16:25,1,0,746460,330355500000000,,69afabaafafda6d726c11c314716295f,42ebbd44bbd9ff20c8ea18c443501d42,0,e266dd88c97e4946fe0bce5b2bceea81
547,btc,669288,2025-10-18T10:36:10,1,0,11000000,330209100000000,,c9da89c6a8405b799c9346a075efca0a,42ebbd44bbd9ff20c8ea18c443501d42,0,e266dd88c97e4946fe0bce5b2bceea81
554,btc,674978,2025-10-18T13:34:33,1,0,999000,329655600000000,,69afabaafafda6d726c11c314716295f,cd49df51d1ef10630ae27579bb965f9b,0,eec920031147e338e96bf6ff4ee495ec
563,btc,695178,2025-10-20T19:17:13,1,0,147381,340560000000000,,30d3b2c8964dc6e2d516b011c4332076,7ec27edf7bc84b6cd3f1d8b7a4719bf8,0,d47d899afe0e05744391b3e11e3c3969
564,btc,700619,2025-10-18T22:24:51,1,0,280000,329871000000000,,2a1559d0ac50602c94d6ee6f9c7b4d31,7af37406dc9c7f3549eceb3855c45cc5,0,5146f8923ffada5ae232ed900249a46e
577,btc,728715,2025-10-12T20:36:34,1,0,274151,351589000000000,,9dbd821fd3c9779f539c762b0a09c349,285c758be1b2cfc6da3f8f00bdb03bf1,0,790264526c54f6284f39d1478df7e2f1
580,btc,739947,2025-10-05T12:10:05,0,0,3223361,377902800000000,,9d03d9d184917cc1ceb10725f6e905d5,c4253bf5303bf99e27fe852f339e31c3,0,
582,btc,749289,2025-10-20T21:10:06,0,0,305218,340966600000000,,83d2bac55aba6ca63b6286e91bcf5347,b31cea3bc9169e51c3fde88388f08a1c,0,
583,btc,751086,2025-10-09T20:25:05,0,0,36720,378400000000000,,9d03d9d184917cc1ceb10725f6e905d5,06e25e115a40f5f2d929ba1a5a22bf58,0,
585,btc,756264,2025-10-20T18:37:38,1,0,2137859,341308400000000,,aafe8190dffd2fc9e1d616ae6d5aac91,d3bc08cfad1a3838c8a27defeec4847a,0,5c2ea7acb04da3fb44966ae101d4055a
590,btc,760843,2025-10-18T18:02:29,1,0,90741,330396000000000,,faa92d2f9aecb22c80e76632ab16b9be,2a77e967aebb278c3454173c885baf4e,0,36e448b23b1f773a897e00f1af956e5c
591,btc,771399,2025-10-20T11:46:09,1,0,109577,335694100000000,,69afabaafafda6d726c11c314716295f,19c981205eadff9e17a91b8e45cbcfa6,0,dc97a6197b871d2e2d6750be85df0921
592,btc,771421,2025-10-12T03:12:13,1,0,141918,356967400000000,,69afabaafafda6d726c11c314716295f,01a617657afc0000020350eb70241654,0,3fd5dd0e0cf7d271cf07c2c9d090a154
596,btc,783125,2025-10-12T23:12:01,1,0,95473,355712800000000,,36646e9be21616208c825ab094510704,645050e227ae8b4de262a392c2b88f52,0,f422de99035da2e672ab4b50218e5f12
608,btc,808432,2025-10-12T18:50:05,0,0,10525,351900000000000,,21e9a8e455defea120bbe4a0d9c303d2,b9cc30ad8f507441ed74b64f33a6d67f,0,
609,btc,811406,2025-10-09T13:00:39,1,0,791053,373525600000000,,1dd588819ef74b535277804140368dbb,f358591573cbea870717791e47225ec9,0,7f618c538057de0cafeb28278d54c9b3
610,btc,811406,2025-10-12T00:05:24,1,0,835033,354045500000000,,ee76188d0f1f99e54e2992c9d29185a9,f358591573cbea870717791e47225ec9,0,ef77e32fddd0ec48bcd5ad6d26d252d0
611,btc,811406,2025-10-12T09:07:44,1,0,3604123,350394900000000,,69afabaafafda6d726c11c314716295f,f358591573cbea870717791e47225ec9,0,9044060ae528aa8334d025dc20ed7a88
612,btc,811406,2025-10-12T11:21:06,1,0,564307,350803800000000,,bb5feaa69b6040955ac63d078a2cba93,83f84625d88e5628e50796a55416cb21,0,9044060ae528aa8334d025dc20ed7a88
622,btc,856975,2025-10-20T07:55:05,0,0,340779,334545000000000,,9d03d9d184917cc1ceb10725f6e905d5,d0d4e9d07bc280ba6c668b1f1e3ba4a1,0,
625,btc,858937,2025-10-12T17:18:35,1,0,986459,352621700000000,,40fb03554332f2388eb94c5400bc201b,1bf1dc9deda5a2bb8f5601e72f1a5a44,0,5d6800e87404c3cf8e358ef7b13c86d1
626,btc,860222,2025-10-09T12:23:29,1,0,279518,373636300000000,,782fc10ca1397af5e949dc309a35c49b,859d7470834a7585b0dc8a1902f6cea1,0,b6a9a45494327fc4d655f64b92c7be2d
631,btc,875275,2025-10-20T12:25:43,1,0,3343859,338170700000000,,69afabaafafda6d726c11c314716295f,7f871c64af158ece7d7beae53f77e35c,0,1e57aea89a74fe588f0920f65fc392aa
637,btc,898512,2025-10-12T22:10:35,1,1,180000,351411000000000,932850.0,,93c77364f3ae81e0ca65b3d3e484ff06,0,c6318fda4c9f849366a752236a809231
639,btc,904264,2025-10-18T14:29:52,1,0,1193797,330509000000000,,69afabaafafda6d726c11c314716295f,a84e6473e48fa282113e5e267baf1ff0,0,01f7af436cc07015ee882eb96bb57c35
643,btc,917254,2025-10-20T18:46:24,1,0,313066,341186200000000,,948e5907e740af7b43b760f3a0267dfa,3f17d4f2b5031082e6b6350554921165,0,8949dd2b3a43853751304b919919417c
649,btc,928728,2025-10-09T05:35:05,0,0,106713,376999800000000,,9d03d9d184917cc1ceb10725f6e905d5,bbf5de3043dc9ec52f6a1a842a382556,0,
652,btc,932850,2025-10-12T22:10:40,0,1,180000,351411000000000,898512.0,,93c77364f3ae81e0ca65b3d3e484ff06,0,
654,btc,935734,2025-10-20T21:05:33,1,0,100000,341495000000000,,fe968926b3dd48da853dd16f1c1b14c8,53b762be5d32dddec813c66b9b516a2b,0,f8986d2e11e94941129ad7f90e514482
655,btc,935734,2025-10-20T21:13:25,1,0,100000,340640100000000,,69afabaafafda6d726c11c314716295f,b6bd689a174db332a813a4a63a21d84c,0,f8986d2e11e94941129ad7f90e514482
656,btc,935734,2025-10-20T21:33:43,1,0,12949743,341219100000000,,803f7e2cf3925babc4c7a0c183046e70,53b762be5d32dddec813c66b9b516a2b,0,f8986d2e11e94941129ad7f90e514482
664,btc,943084,2025-10-05T01:22:02,1,0,1588410,371540300000000,,de2079a32599f0ffd8ed2d28ec879321,1bf8a395521e4a5c5d6c36b83a6661db,0,cbf7207bdc275198531008ada87eb719
665,btc,943084,2025-10-09T23:51:19,1,0,720000,372233200000000,,69afabaafafda6d726c11c314716295f,1bf8a395521e4a5c5d6c36b83a6661db,0,cbf7207bdc275198531008ada87eb719
675,btc,961132,2025-10-05T15:11:07,1,0,51842,381482300000000,,1a9e568775a1bcdfccc8dc2471da69bd,9fb6f6e0c3feaab3fbc9ae4ae76835a4,0,3fe521cee2819684d804a57e481ab881
677,btc,962948,2025-10-09T16:16:29,1,0,1419158,373333300000000,,054eb2dfe663e2f80fcf966984677189,e1cedfffc71f04fc25b79ee160dfbc9f,0,d0b5749da8b33c3fb7fda8041a78b2be
678,btc,962948,2025-10-18T15:49:41,1,0,899100,331070000000000,,7f0034bb74f1158d1f1bcb8ada9422ab,e1cedfffc71f04fc25b79ee160dfbc9f,0,d0b5749da8b33c3fb7fda8041a78b2be
680,btc,964765,2025-10-18T14:17:11,1,0,50000,330637200000000,,69afabaafafda6d726c11c314716295f,388213a52a17d71fead26fa8e1b3f5ff,0,3bec9b4690963a9bf950f0818aa52b3c
681,btc,964765,2025-10-18T14:25:44,1,0,1900391,330509000000000,,63a254e9c1972a4ac2b353d1c7367f81,388213a52a17d71fead26fa8e1b3f5ff,0,3bec9b4690963a9bf950f0818aa52b3c
686,btc,967440,2025-10-12T21:00:06,0,0,10394553,351369200000000,,882522de3cf685c4d05171ae9c31865e,014e43f14ede791249ed244f0f123695,0,
691,btc,969902,2025-10-05T14:48:40,1,0,98000,381000000000000,,fd5e2c31b9fb227aa2e6a226ef060fc4,2c21da5e7f26b00ace95fadd66777e7f,0,8aaea367d14bc306cafc942acfe0202a
700,btc,979760,2025-10-05T20:55:25,0,0,21829,375652100000000,,9d03d9d184917cc1ceb10725f6e905d5,ca705df209f1eaed909056dcc0ccd802,0,
703,btc,985329,2025-10-20T13:37:41,1,0,58162,340401500000000,,45edacfc0346135ee5dbb5b75f616cba,ae32a078d18406fab026a8a38d2bfeff,0,b9d29348aeb71a3b8d8a6e6bdd33f023
711,doge,6242,2025-10-12T17:42:00,1,0,10000000000,594700000,,d65515dd81f1dda85854f8e4ed67d236,1e53e0567510b588eaa0b7bdd4850ca8,0,a52a3d705664818b2134a456df5ce622
712,doge,6242,2025-10-12T17:45:56,1,0,5054300000000,596640000,,8bab55c59e0185deb52debc0625a2dec,1e53e0567510b588eaa0b7bdd4850ca8,0,a52a3d705664818b2134a456df5ce622
726,doge,56485,2025-10-05T23:08:17,1,0,5485579176,780510000,,8eb680b177ebf618467f698570e85fb0,6e4e6981216a9fbaa22857fbd79a0106,0,38771b64de1e9426559f1f464ba87b2d
727,doge,76567,2025-10-20T12:08:08,1,0,3545490960,615410000,,d76c7f8be387edd0b548121e812f1126,c3a4cc3dc7faa40c8abf244b43fc92d5,0,5eaf0546662fb620d82bc55f1e0df347
759,doge,196638,2025-10-18T16:33:10,1,0,16132081770,578740000,,9ae7ae70e6c0b8e768994c88c584ecdc,8efb8ba1f45fadaa5f0f553c36a89b78,0,316f363b5ec4f0148918c93e2ab86cf3
768,doge,250038,2025-10-09T08:45:21,1,0,256700000000,777540000,,db6330cbabe6f71e2dec418a1791c659,b4d2994cf0bbff628226b15c6ff0feda,0,5870de315dde7c1bf3da13edcf18dd3d
769,doge,250038,2025-10-09T08:45:46,1,0,256700000000,777540000,,61b05b4bebd504a3978fe4fe6ed2046f,b4d2994cf0bbff628226b15c6ff0feda,0,5870de315dde7c1bf3da13edcf18dd3d
