user_id,has_kyc_level2,kyc_speed_sec,account_age_days,age,is_high_risk_career,is_high_risk_income,career_income_risk,is_app_user,twd_dep_count,twd_dep_sum,twd_dep_mean,twd_dep_std,twd_dep_max,twd_wit_count,twd_wit_sum,twd_wit_mean,twd_wit_std,twd_wit_max,twd_withdraw_ratio,twd_smurf_flag,twd_wit_ip_ratio,crypto_dep_count,crypto_dep_sum,crypto_dep_mean,crypto_dep_max,crypto_wit_count,crypto_wit_sum,crypto_wit_mean,crypto_wit_max,crypto_external_wit_count,crypto_currency_diversity,crypto_protocol_diversity,crypto_internal_peer_count,crypto_wit_ip_ratio,trading_count,trading_sum,trading_mean,trading_max,trading_buy_ratio,trading_market_order_ratio,swap_count,swap_sum,total_trading_volume,ip_unique_count,ip_total_count,ip_night_ratio,ip_max_shared,fund_stay_sec,composite_risk_score,status
2343,1,105665747.0,2925,46,0,0,0,0,3.0,228000.0,76000.0,21166.010488516724,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,225158.9254,75052.97513333334,98358.1088,3.0,1.0,2.0,0.0,1.0,4.0,228005.6661189883,57001.416529747075,99999.9990885,1.0,0.0,0.0,0.0,228005.6661189883,3.0,10.0,0.1,37390.0,0.0,0.115,0
2472,1,80753356.0,2925,39,0,0,0,0,1.0,100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99790.28837274201,99790.28837274201,99790.28837274201,1.0,1.0,1.0,0.0,1.0,1.0,99996.7548545,99996.7548545,99996.7548545,1.0,0.0,0.0,0.0,99996.7548545,2.0,3.0,0.0,37390.0,0.0,0.1,0
2919,1,105549763.0,2924,29,0,0,0,0,6.0,8940.0,1490.0,812.6499861564017,2990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,838.465016494,838.465016494,838.465016494,1.0,1.0,1.0,0.0,1.0,2.0,1697.16455622337,848.582278111685,1097.1645564,0.5,1.0,0.0,0.0,1697.16455622337,3.0,9.0,0.4444444444444444,37390.0,0.0,0.16666666666666669,0
3267,1,105994039.0,2923,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8843.0,8843.0,0.0,8843.0,8843000000000.0,0.0,1.0,11.0,224275.9744599,20388.7249509,27082.354642000002,11.0,216307.960599279,19664.36005447991,27019.856037154,11.0,2.0,2.0,0.0,1.0,2.0,35296.1429529,17648.07147645,26457.9779529,0.5,0.0,0.0,0.0,35296.1429529,2.0,14.0,0.21428571428571427,1.0,0.0,1.0,0
3756,1,80526987.0,2923,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,104060.0,104060.0,0.0,104060.0,104060000000000.0,0.0,1.0,1.0,6817.79031917568,6817.79031917568,6817.79031917568,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,103745.5735365,103745.5735365,103745.5735365,0.0,0.0,0.0,0.0,103745.5735365,1.0,2.0,0.0,1.0,0.0,1.0,0
3786,1,168670377.0,2923,43,0,0,0,0,1.0,30000.0,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33650.9282,16825.4641,30535.95,2.0,1.0,1.0,0.0,1.0,2.0,35697.8273232,17848.9136616,32697.925968,1.0,0.0,0.0,0.0,35697.8273232,3.0,5.0,0.4,37390.0,0.0,0.16,0
3905,1,168654935.0,2923,43,0,0,0,0,1.0,2500.0,2500.0,0.0,2500.0,2.0,242845.0,121422.5,21022.991711457245,136288.0,97.13799999996114,0.0,1.0,6.0,622068.7491809772,103678.12486349621,451574.27040000004,16.0,378844.64439000003,23677.790274375002,190875.048,16.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,245345.0,245345.0,9.0,19.0,0.15789473684210525,37390.0,587841.0,1.0,0
4139,1,168725699.0,2922,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5330.0,5330.0,0.0,5330.0,5330000000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,893.196,31.899857142857144,60.872,0.17857142857142858,0.0,0.0,0.0,893.196,3.0,29.0,0.1724137931034483,1.0,0.0,1.0,0
4143,1,80555059.0,2922,73,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9734.604,9734.604,9734.604,3.0,4172.6,1390.8666666666668,1550.65,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14604.0,14604.0,1.0,3.0,0.0,1.0,1101554.0,0.1,0
4377,1,105163518.0,2922,54,1,0,0,0,4.0,198000.0,49500.0,999.9999999999993,50000.0,1.0,131000.0,131000.0,0.0,131000.0,0.6616161616161583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4,37390.0,0.0,0.22540404040403958,0
4513,1,123373924.0,2921,38,0,0,0,0,1.0,20000.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,343.0,343.0,1.0,1.0,0.0,37390.0,0.0,0.0,0
4610,1,168543538.0,2921,43,0,0,0,0,3.0,26000.0,8666.666666666666,2309.401076758503,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,362071.642607087,90517.91065177174,336102.9999986,4.0,1.0,1.0,0.0,1.0,3.0,26000.3183881,8666.772796033334,10000.3223733,1.0,0.0,0.0,0.0,26000.3183881,2.0,10.0,0.0,37390.0,0.0,0.1,0
4781,1,131658967.0,2921,36,0,0,0,0,1.0,23500.0,23500.0,0.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37390.0,0.0,0.0,0
4861,1,100401271.0,2920,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,21424.0,10712.0,10101.727476031017,17855.0,21424000000000.0,0.0,1.0,2.0,21442.825113528004,10721.412556764002,17867.116800000003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,21445.487018,10722.743509,17869.436,0.0,0.5,0.0,0.0,21445.487018,3.0,4.0,0.0,1.0,0.0,1.0,0
4923,1,232314059.0,2920,40,0,0,0,0,1.0,20000.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37390.0,0.0,0.0,0
5070,1,105791443.0,2920,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4368854.054719134,624122.0078170191,1247092.79149925,7.0,2.0,2.0,0.0,1.0,28.0,3120373.8440633216,111441.92300226148,906141.4133413,1.0,0.0,0.0,0.0,3120373.8440633216,3.0,35.0,0.8285714285714286,1.0,0.0,0.3242857142857143,0
5071,1,168451033.0,2920,47,0,0,0,0,3.0,287000.0,95666.66666666667,65010.255601199824,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,37390.0,0.0,0.0,0
5297,1,105712595.0,2919,50,0,0,0,0,2.0,60000.0,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,37390.0,0.0,0.0,0
5340,1,89732912.0,2919,33,0,0,0,0,6.0,115000.0,19166.666666666668,17724.747294860557,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,114996.9901076,19166.165017933334,49995.1384308,6.0,3.0,1.0,0.0,1.0,4.0,70004.8564582,17501.21411455,50004.8613282,1.0,0.0,0.0,0.0,70004.8564582,5.0,16.0,0.1875,37390.0,0.0,0.32812500000000006,0
5410,1,199618912.0,2918,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,147938.74366480001,147938.74366480001,147938.74366480001,1.0,148068.17118,148068.17118,148068.17118,1.0,1.0,1.0,0.0,1.0,2.0,295891.91044,147945.95522,147953.1667752,0.5,0.0,0.0,0.0,295891.91044,2.0,3.0,0.0,1.0,140379.0,0.1,0
5510,1,105585629.0,2918,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,17030.0,17030.0,0.0,17030.0,17029999999999.998,0.0,1.0,2.0,18295.4,9147.7,15248.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,18296.6,9148.3,15249.5,0.0,0.0,0.0,0.0,18296.6,2.0,3.0,0.0,1.0,0.0,1.0,0
5788,1,105487790.0,2916,72,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039334440000000005,0.039334440000000005,0.039334440000000005,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0
5859,1,105413736.0,2916,50,1,1,1,0,4.0,80000.0,20000.0,20000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,79747.2687,19936.817175,49796.708,4.0,1.0,1.0,0.0,1.0,3.0,29999.9986026,9999.9995342,9999.999984000002,1.0,0.0,1.0,50022.0,80021.9986026,5.0,11.0,0.0,37390.0,0.0,0.30000000000000004,0
6041,1,94801036.0,2915,35,0,0,0,0,2.0,59200.0,29600.0,28849.95667241114,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59131.59464853631,19710.531549512103,49642.687718783505,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,37390.0,0.0,0.1,0
6161,1,158205541.0,2914,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9193.3101,4596.65505,9183.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,927.54,927.54,927.54,0.0,0.0,0.0,0.0,927.54,1.0,1.0,0.0,1.0,0.0,0.2,0
6313,1,211338881.0,2912,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9395.0,9395.0,0.0,9395.0,9395000000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9404.065,9404.065,9404.065,0.0,0.0,0.0,0.0,9404.065,1.0,2.0,0.0,1.0,0.0,1.0,0
6317,1,105123221.0,2912,57,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,10029.0,10029.0,0.0,10029.0,10029000000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10050.664365,10050.664365,10050.664365,0.0,0.0,0.0,0.0,10050.664365,1.0,2.0,0.0,1.0,0.0,1.0,1
6402,1,149813961.0,2911,41,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,92007.0,92007.0,0.0,92007.0,92007000000000.0,0.0,1.0,7.0,187332.0519869065,26761.721712415216,91338.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,92074.0813752,92074.0813752,92074.0813752,0.0,0.0,0.0,0.0,92074.0813752,1.0,2.0,0.0,2.0,0.0,1.0,0
6439,1,104910919.0,2911,32,0,0,0,0,2.0,3585.0,1792.5,187.3832970144351,1925.0,1.0,18424.0,18424.0,0.0,18424.0,5.139191073917674,0.0,1.0,1.0,18441.600000000002,18441.600000000002,18441.600000000002,2.0,3578.4717599819996,1789.2358799909998,1921.95748353,2.0,1.0,1.0,0.0,1.0,3.0,22028.4430644,7342.8143548,18442.8,0.6666666666666666,0.0,0.0,0.0,22028.4430644,3.0,8.0,0.375,37390.0,1306425.0,1.0,0
7082,1,78921034.0,2904,46,0,0,0,0,1.0,6500.0,6500.0,0.0,6500.0,2.0,6528.0,3264.0,272.94321753800733,3457.0,1.0043076923075378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13037.8404235,4345.946807833333,6499.999083,0.3333333333333333,0.0,0.0,0.0,13037.8404235,3.0,6.0,0.0,37390.0,701409.0,0.25107692307688445,0
7121,1,91656961.0,2903,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5265.403,1755.1343333333334,2186.232,1.0,0.0,0.0,0.0,5265.403,1.0,3.0,0.0,1.0,0.0,0.0,0
7169,1,100059253.0,2903,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,200000.0,100000.0,0.0,100000.0,200000000000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0
7301,1,166874501.0,2901,36,0,0,0,0,1.0,200.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37390.0,0.0,0.0,0
7448,1,78487596.0,2899,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1873.0,1873.0,0.0,1873.0,1873000000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0
7725,1,166294765.0,2895,44,0,0,0,0,1.0,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3687.7200000000003,3687.7200000000003,3687.7200000000003,1.0,0.0,0.0,0.0,3687.7200000000003,2.0,2.0,0.0,37390.0,0.0,0.0,0
8072,1,1104.0,2891,49,0,0,0,0,1.0,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37390.0,0.0,0.0,0
8462,1,83544635.0,2887,55,0,0,0,0,5.0,700000.0,140000.0,54772.25575051661,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,463167.91405239864,115791.97851309966,288735.3371881286,2.0,176024.69072299998,88012.34536149999,134639.004738,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.14285714285714285,37390.0,0.0,0.12142857142857143,0
8797,1,193286736.0,2885,32,0,0,0,0,2.0,62000.0,31000.0,26870.057685088806,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61821.992232000004,61821.992232000004,61821.992232000004,1.0,1.0,1.0,0.0,1.0,1.0,61979.918,61979.918,61979.918,1.0,0.0,0.0,0.0,61979.918,2.0,4.0,0.0,37390.0,0.0,0.1,0
8877,1,77216590.0,2884,55,0,0,0,0,4.0,150000.0,37500.0,15000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44252.0589121575,44252.0589121575,44252.0589121575,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4,37390.0,0.0,0.16,0
9450,1,117438538.0,2880,59,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,11000.0,11000.0,0.0,11000.0,11000000000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0
9678,1,210724821.0,2878,32,0,0,0,0,1.0,5000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37390.0,0.0,0.0,0
