user_id,kyc_speed_sec,account_age_days,is_high_risk_career,is_high_risk_income,career_income_risk,career_freq,is_app_user,reg_hour,reg_is_night,reg_is_weekend,reg_to_kyc1_days,twd_dep_count,twd_dep_sum,twd_dep_mean,twd_dep_std,twd_dep_max,twd_wit_count,twd_wit_std,twd_wit_max,twd_net_flow,twd_withdraw_ratio,twd_smurf_flag,twd_wit_ip_ratio,crypto_dep_count,crypto_dep_mean,crypto_dep_max,crypto_wit_count,crypto_wit_sum,crypto_wit_mean,crypto_wit_max,crypto_currency_diversity,crypto_protocol_diversity,crypto_wallet_hash_nunique,crypto_internal_count,crypto_internal_peer_count,crypto_wit_ip_ratio,trading_mean,trading_max,trading_buy_ratio,trading_market_order_ratio,swap_count,swap_sum,ip_unique_count,ip_night_ratio,ip_max_shared,fund_stay_sec,pagerank_score,connected_component_size,total_tx_count,first_to_last_tx_days,weekend_tx_ratio,dep_to_first_wit_hours,twd_to_crypto_out_ratio,tx_amount_cv,rapid_kyc_then_trade,crypto_out_in_ratio,same_day_in_out_count,tx_interval_mean,tx_interval_std,tx_interval_min,tx_interval_median,amount_p90_p10_ratio,active_days,w_tox_max,w_tox_mean,w_tox_std,toxic_w_ratio,toxic_w_count,ip_tox_max,relation_blacklist_ratio,relation_blacklist_count,neighbor_tox_mean,neighbor_tox_max,toxic_neighbor_count,n_neighbors,if_score,hbos_score,lof_score
2472,,-0.14273277,,,,-0.35148993,,,,,,,,,,,,,,-0.2179214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.40268642,,,,,,,,,,-0.3658814,,,-0.21085331,-0.9804366,,,,,,,-0.63264024,-0.16420507,,,-0.10961008,,
2919,,,,,,,,-0.57116187,,,,,,,,,,,,-0.32758045,,,,,,,,,,,,,,,,,,,,0.20776469,,-0.124672234,,-0.17827936,,,,,,,-0.39247182,,0.14586702,,,,,,,,,,,-0.2143755,-1.4393314,,,,,,,-0.65385133,,,,,,
3267,,,,,,,,,,,,,,,,,,,,,,,,,,-0.111196175,,,,,,,,,,,,,0.112741,,,,,-0.1156905,,,,,,,-0.3872949,,-0.16743699,,,,,,,,-0.17789237,,,-1.3641564,-0.4160783,,,,,,,-0.5631715,,,,0.10154898,,
3756,,,,,,,,-0.34709466,,,,,,,,,,,0.13756637,,,,,,-0.14047563,-0.18501236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18162459,,,-0.18372431,-0.7676288,,,,,,,-0.50308615,-0.16113988,,,,,-0.12946336
3786,,-0.13714306,,,,-0.12677416,,,,,,,-0.11289753,,,,,,,-0.14914824,,,,,,,,,,,,,,,,,,,,,,,,-0.116758585,,,,,,,,,-0.13088666,,,,,,,,,,,-4.7437677,,0.13382351,,,,,,0.41843846,,,,-0.11817853,,
3905,,,,,,,,,,,,,-0.17411017,-0.23065129,,,,,,,,,,,-0.2207544,-0.23640811,,,,,,,,,,,,,,,,0.13966003,,,,,,,,,,,,,,,,,,,0.17190878,,,-0.27851912,0.16652381,0.20792381,,,,,,0.63063943,,,,,,
4139,-0.1580427,-0.26127148,,,,-0.43987375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20984231,,,,,,,,-0.32555446,,,,,,,,,,-0.17390795,0.21459186,,,-0.17042437,-0.49405837,,,,,,,-0.5752998,,,,,,
4143,,,,-0.089225255,,,,,,,,,-0.11131871,,,,,,,,,,,,,-0.094171084,,,,,,,,,,,,,,,,0.1469835,,,,,,,,,,,-0.10709018,,,,,,-0.15661025,,0.16292405,-0.092531115,,-4.57364,,,,,,,,0.33073086,,,,,,
4377,,,0.22823524,,,,,,,,,,,,,,,,0.2074327,-0.3348208,,,,,,,,,,,,,,,,,,,,,,-0.22434737,,-0.18854757,,,,,,-0.20162039,0.17678928,,,,,,,,,,0.18232968,,,,-0.56487346,,,,,,,-0.62363183,,,,,,
4513,,-0.18208294,,,,,,,,,,,,,,,,,-0.15519302,-0.4800926,,,,,,,,,,,,,,,,,,,,,0.16627795,,,,,,,,,,-0.5190779,,,,,,,,,-0.20211741,-0.26947856,,,-0.241703,-0.5723543,,,,,,,-0.6440002,,,,,,
4610,,,,,,0.15977189,,,,,,,,,,,,,,-0.31100878,,,,,,,,0.11286584,,,,,,,,,,,,,,,,,,,,,,,-0.12910824,,-0.17536858,,,,,,,,-0.17250967,,,-0.2312734,-1.5026685,,,,,,,-0.6292444,-0.17630933,,,,,
4781,-0.16181502,-0.19540453,,,,,,,,,,,,,,,,,,-0.47359756,,,,,,,,,,,,,,,,,,,,,,-0.20829001,,,,,,,,,0.20871978,,,,,,,,,-0.18509406,-0.30122778,,,-0.19931732,-0.5521624,,,,,,,-0.6584202,,,,,,
4861,,,,,,,,,,,,,,,,,,,,,,,,,-0.15009536,-0.2372982,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13835065,,,,,,-0.17671137,,0.25012478,,,-0.17028299,-0.82276,,,,,,,-0.4648582,-0.16026701,,,0.14804156,,
4923,-0.16090088,-0.19760717,,,,,,,,,,,,,,,,,,-0.46134284,,,,,,,,,,,,,,,,,,,,,,-0.20575917,,,,,,,,,0.19398789,,,,,,,,,-0.19225211,-0.293448,,,-0.21784578,-0.56857914,,,,,,,-0.6743747,,,,,,
5070,,-0.17406623,,,,,,-0.3693404,,,,,,,,,,,,,,,,,,,,0.16006477,,,,,,,,,,,,,,,,-0.211195,,,,,,,-0.14157829,,-0.14851777,,,,,,,-0.14559156,-0.2464624,,,-1.6601363,,,,,,,,-0.54455125,,,,,,
5071,,,,,,,,-0.5360878,,,,,,,,,,,,-0.33178273,,,,,,,,,,,,,,,,,,,,,,-0.26474014,,,,,,,,,0.17643832,,,,,,,-0.15473115,,-0.3584022,-0.5086274,,,-0.24919717,-0.6431624,,,,,,,-0.78088856,,,,,,
5297,,-0.26409,,,,-0.21486327,,,,,,,,,,,,,,-0.41489413,,,,,,,,,,,,,,,,,,,,,,-0.22972445,,,,,,,,,0.17435557,,,,,,,,,,-0.28480348,,,-0.23923399,-0.60160273,,,,,,,-0.6855766,,,,-0.24696335,,
5340,,-0.10290886,,,,,,-0.49907285,,,,,,,,,,,,-0.21009588,,,,,,,,,,,,,,,,,,,,,,,,-0.10256676,,,,,,,-0.36707658,,,,,,,,,,-0.22739373,,,-0.22133219,-0.65168047,,,,,,,-0.7235878,-0.17035882,,,,,
5410,,,,,,,,,,0.16429837,,,,,,,,,,0.17721853,,,,,-0.2582836,-0.30514076,,,,,,,,,,,,,,,,,,,,,,,,,-0.25620565,,,,,,,,,,0.17806187,,,-0.14961599,-0.71725154,,,,,,,-0.5512583,-0.16390054,,,,,
5510,,,,,,,,-0.4179498,,0.13898493,,,,,,,,,,0.1422403,,,,,,-0.20121148,,,,,,,,,,,,,,,,,,,,,,,,,-0.27565682,,,,,,,,,,0.20235217,,,-0.16569354,-0.9225565,,,,,,,-0.49809253,-0.16805908,,,,,
5788,-0.26103228,-0.32548314,,,,,-0.13610473,,,,,,,,,,,,,0.17789781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16554631,-0.2577603,,,,0.25657248,,,,,,,-0.5384019,,,,-0.14249091,-0.13594773,
5859,,,0.23964624,,,,,-0.18805304,,,,,,,,,,,,-0.18084292,,,,,,,,,,,,,,,,,,,,,,0.26487014,,,,,,,,,,,,,,,,,-0.14493227,,,,,-0.2100948,-1.5056056,,,,,,,-0.66118705,-0.19537005,,-0.12693407,,,
6041,,-0.12910213,,,,0.23612036,,,,,,,,,,,,,,-0.24813464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10452853,,0.11763016,,,-0.17307705,-0.44308844,,,,,,,-0.61606467,-0.15598795,,,-0.14008552,,
6161,,-0.16336116,,,,,,-0.13753316,,,,,,,,,,,,,,,,,,-0.121402256,,,,,,,,,,,,,,,,-0.12870644,,,,,,,,,-0.18780343,,,,,,,,-0.14016274,,,,,-1.8364612,0.12522434,,,,,,,-0.7002859,,,-0.096596874,,,
6313,,,,,,,-0.11772571,0.13073038,,,,,,,,,,,,0.23854345,,,,,,,,,,,,,,,,,,,,,,-0.18075363,,,,,,,,,-0.6947556,,,,,,,,,0.16229579,0.19703695,,,-0.14518315,-0.40180472,,,,,,,-0.5025802,,,,,,
6317,,,,,,0.29768187,,,,,,,,,,,,,0.13221608,0.2100628,,,,,,0.11745319,,,,,,,,,,,,,,,,-0.14611919,,,,,,,,,0.18774468,,,,,,,,,,-0.31319898,,,,-0.23813385,,,,,,,-0.49108922,,,,0.15074638,,
6402,,,,,,-0.13300727,,,,,,,,,,,,,,,,,,,-0.13814512,-0.34424177,,,,,,,,,,,,,,,,,,,,,,,,,-0.17025934,,-0.15520099,,,,,,,,0.14674631,,,,0.17825875,,,,,,,-0.5072591,-0.13066632,,,,0.16703233,
6439,,,,,,-0.2786478,,-0.3966233,,,,,,,,,,,,,,,,,,-0.1971266,,,,,,,,,,,,,,,,,,-0.21879536,,,,,,,,-0.262328,,,,,,,-0.19374493,,-0.5329835,,,-0.2199761,-0.90158844,,,,,,,-0.577924,,,,,,
7082,,,,,,-0.31355825,,-0.66607195,,,,,,,,,,,,0.20425268,,,,,,,,,,,,,,,,,,,,,,-0.20585243,,,,0.23874609,,,,,-0.39158928,,,,,,,,,,0.2526254,,,-0.1886617,-0.5132468,,,,,,,-0.618648,,,,,,
7121,-0.26534596,,,,,,,,,0.20321988,,,,,,,,,,0.27623594,,,,,,,,,,,,,,,,,,,,,,-0.15088823,,,,,,,,,0.2179459,,,,,,,,,-0.23328502,-0.33127376,,,,-0.31423926,,,,,,,-0.56569225,,,,0.21634121,,
7169,,-0.27232146,,,,,,,,,,,,,,,,,0.2931708,0.26051825,,,,,,,,,,,,,,,,,,,,,,-0.2288988,,,,,,,,,-0.5298271,,,,,,,-0.23586309,,-0.16011746,-0.36374858,,,,-0.37946364,,,,,,,-0.5554836,,,,,,
7301,-0.2140537,-0.22993769,,,,,,-0.553469,,,,,,,,,,,,0.25497922,,,,,,,,,,,,,,,,,,,,,,-0.17716235,,,,,,,,,0.20290732,,,,,,,,,-0.19538465,-0.30434,,,,-0.46637574,,,,,,,-0.6794344,,,,,,
7448,-0.29354638,-0.14602038,,,,,,,,,,,,,,,,,,0.17612328,,,,,,,,,,,,,,,,,,,,,,-0.16171071,,,,,,,,,0.18895718,,,,,,,,,-0.27251074,-0.49279878,,,,-0.50175,,,,,,,-0.61184615,,,,,,-0.37907544
7725,,,,,,,-0.10666763,,,,,,-0.11697355,,,,,,,-0.4452144,,,,,,,,,,,,,,,,,,,,,,-0.19321707,,,,,,,,,0.18348113,,,,,,,,,,-0.22533678,,,-0.20330846,-0.46734336,,,,,,,-0.6119024,,,,,-0.14205301,
8072,-0.25118452,-0.19665025,,,,-0.15583007,,,,,,,,,,,,,,-0.48041132,,,,,,,,,,,,,,,,,,,,,,-0.20502225,,,,,,,,,-0.57094276,,,,,,,,,,-0.24452582,,,-0.2655959,-0.7398042,,,,,,,-0.6919729,,,,,,
8462,,,,,,,,,,,,,0.13420427,,,,,,,,,,,,-0.3126806,-0.3046999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24587372,,,,,,,,,,,-0.16179624,-0.3008279,,,,,,,-0.46896273,-0.2086711,,,0.20365164,0.14007103,
8797,,,,,,0.105996184,,,,,,,,,,,,,,-0.2518416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23763603,,,-0.21406142,-1.5313143,,,,,,,-0.62895024,-0.15829796,,,-0.22332454,-0.26540315,-0.13946763
8877,,-0.13227217,,,,,,-0.43556002,,,,,,,,,,,,-0.27008048,,,,,,,,,,,,,,,,,,,,,,-0.116911076,,-0.15033056,,,,,,,-0.51713777,,,,,,,,,,,,,-0.19828674,-0.6420787,,,,,,,-0.5495125,-0.22584897,,,,,
9450,-0.20465663,-0.13521461,,,,0.31062955,,,,,,,,,,,,,,0.16623034,,,,,,,,,,,,,,,,,,,,,,-0.16854511,,,,,,,,,0.1894587,,,,,,,,,-0.19887823,-0.43028194,,,,-0.34089455,,,,,,,-0.5397586,,,,,,
9678,-0.17199118,-0.19725849,,,,,,,,,,,,,,,,,,-0.467047,,,,,,,,,,,,,,,,,,,,,,-0.20110603,,,,,,,,,0.19581494,,,,,,,,,-0.19457789,-0.2980496,,,-0.21013542,-0.55384827,,,,,,,-0.6728635,,,,,,
10079,,-0.15730724,,,,,,-0.617335,,,,,,,,,,,,-0.3572501,,,,,,,,,,,,,,,,,,,,,,-0.2129191,,,,,,,,,0.19157845,,,,,,,,,-0.17925844,-0.29295954,,,-0.21798691,-0.6500119,,,,,,,-0.7222276,,,,,,
10658,,-0.18067347,,,,,,,,,,,,,,,,,,,,,,,,,,0.08728681,,,,,,,,,,,,,,-0.08276054,,-0.12548934,,,,,,,,,,,,,,-0.18116285,,-0.15608576,-0.32383624,,,-4.7250133,,0.105832204,,,,,,0.36885992,,,,,,
10748,-0.22450013,-0.30206484,,,,-0.42378926,,,,,,,,,,,,,,-0.42751145,,,,,,,,,,,,,,,,,,,,,,-0.22794013,,,,,,,,,,,,,,,,,,-0.18167698,-0.29333833,,,-0.23804885,-0.5590292,,,,,,,-0.69306487,,,,,,
10989,,,,,,-0.29471928,,-0.23845713,,,,,,,,,,,,-0.376088,,,,,,,,,,,,,,,,,,,,0.21972476,,-0.22681542,,,,,,,,,0.21238823,,,,,,,,,,-0.16750306,,,-0.204923,-0.45350027,,,,,,,-0.66881984,,,,,,
11084,,,,,,,,,,,,,,,,,,,,0.16764581,,,,,-0.42536876,-0.45079142,,,,,,,,,,,,,,,,,,,,,,,,,0.13465856,,,,,,,,,,0.22701894,,,-0.13692863,-0.38489664,,,,,,,-0.53806144,-0.17467403,,,0.15192477,,
11165,,,,,,0.13774793,,,,,,,,,,,,,-0.12003012,-0.32431483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14085943,,,-0.2029889,-1.5354989,,,,,,,-0.5990562,-0.17107654,,,-0.1954627,-0.21799779,
11278,,-0.13106914,,,,,,-0.4592394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4341168,,-0.13634378,,,,,,-0.13241072,,0.13466443,,,-0.15538432,-0.48476976,,,,,,,-0.588796,-0.15349294,,,,,
11680,,,,,,-0.20675443,,,,,,,,,,,,,,-0.2408064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32735923,,,,,,,,,,-0.27464545,,,-0.22620454,-1.5835664,,,,,,,-0.66352206,-0.17061104,,,-0.13381992,-0.16497377,
12213,,,,,,,,-0.5193248,,,,,-0.13019222,,,,,,,-0.22613569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21812901,,-0.2384238,,,,,,,-0.15494712,,-0.36324462,,,-0.20556645,-0.56188464,,,,,,,-0.61601985,,,,,,
12252,,,,,,-0.32440075,,,,,,,,,,,,,,-0.114241645,,,,,,-0.12218403,,,,,,,,,,,,,,,,,,-0.16678602,,0.1685743,,,,,,,,,,,,,,,-0.3229584,,,-0.18657242,-0.39970788,,,,,,,-0.5976729,-0.17358232,,,,,
12567,-0.19677857,,,,,,,,,,,,,,,,,,,0.17260101,,,,,,,,,,,,,,,,,,,,,,-0.17496589,,,,,,,,,0.17115803,,,,,,,,,-0.2433253,-0.53790766,,,,-0.4594093,,,,,,,-0.58082974,,,,0.26515597,,-0.41107753
12625,0.12985185,,,-0.14174701,,,,,,,,,,,,,,,0.11463782,,,,,,-0.1483695,-0.30324465,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17980255,,,,,,,,0.2008825,,,-1.8538648,,,,,,,,-0.56781524,,,-0.1456234,,,
12686,,,,,,,,,,,,,,,,,,,,-0.26639658,,,,,,,,,,,,,,,,,,,,,,,,-0.27260736,,0.12553112,,,,,,,-0.17785192,,,,,,,,0.17180195,,,-0.19199209,-0.40047416,,,,,,,-0.5838223,-0.16121812,,,-0.22746246,,
13108,,-0.21255253,,,,0.21926428,,,,,,,,,,,,,,-0.38433063,,,,,,,,,,,,,,,,,,,,,,-0.2605563,,,,,,,,,-0.38795272,,,,,,,,,-0.38655275,-0.31476784,,,-0.25272855,-0.6695558,,,,,,,-0.70077723,,,,,,
13121,-0.23093623,,,,,,,,,,,,,,,,,,,0.18454564,,,,,,,,,,,,,,,,,,,,,,-0.17010307,,,,,,,,,0.20346197,,,,,,,-0.14226994,,-0.2555966,-0.54837245,,,,-0.4109268,,,,,,,-0.57026297,,,,0.22658893,,
13431,,,0.2808581,,,,,,,,,,,,,,,,,-0.14921063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13843557,,-0.25666568,,,-0.19556913,-0.9783432,,,,,,,-0.62860113,-0.13946253,,,0.25047234,0.15464462,
13449,,,,,,,,-0.270807,,,,,,,,,,,,-0.38750264,,,,,,,,,,,,,,,,,,,,,,-0.20455071,,,,,,,,,0.19375339,,,,,,,,,,-0.15314648,,,-0.22118394,-0.48605236,,,,,,,-0.6396589,,,,,-0.1159575,-0.12613893
14385,-0.09591649,-0.12888767,,,,,,,,,,,,,,,,,,,,,,,,,,0.09446914,,,,,,,,,,,,0.10001935,,,,-0.103341974,,,,,,,-0.309077,,,,,,,,,,-0.24238285,,,-4.8103905,,-0.7601952,,,,,,0.2474027,,,,,,
14557,,-0.0909129,,,,,,-0.13801041,,,,,,,,,,,,-0.13415268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14627813,,,,,,,,0.14433116,,,-4.846058,-0.10344324,-0.597924,,,,,,0.2436176,,,,-0.2610314,,
14716,,,,,,0.13550504,,,,,,,0.15731248,,,,,,,,,,,,,,,0.17219885,,,,,,,,,,,,,,,,,,,,,,,-0.13010116,,-0.13376155,,,,,,,,0.19248742,,,-0.13069448,0.18667133,0.16104293,,,,,,-0.45872656,,,,,,
14746,,,,,,,-0.10982948,0.12790366,,,,,,,,,,,-0.1409994,-0.16719127,,,,,,,,,,,,,,,,,,,,,,-0.19808099,,,,,,,,,0.2164198,,,,,,,,,,0.16986728,,,-0.15843105,-0.41715157,,,,,,,-0.5926697,,,,,,
15056,-0.11817116,-0.0865969,,,,,,,,,,,0.076257065,,,,,,,-0.07052782,,,,,,,,,,,,,,,,,,,,0.17883919,,,,,,,,,,,,,,,,,,,,,-0.3670211,,,-4.7608914,,,,,,,,0.17376679,0.07474611,,,,0.087923,
15482,,,,,,,,,,,,,0.11010916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083363034,,,,,,,,,,,0.19748259,,,,,,,,0.09395272,,,-4.8872066,0.24109864,0.11991031,,,,,,0.3904803,0.087510325,,,-0.22271049,,
16286,,-0.16511793,,,,,,,,,,,,,,,,,0.23906457,-0.3003142,,,,,,,,,,,,,,,,,,,,,,-0.2085848,,,,0.14037381,,,,,,,0.21911317,,,,,,,-0.2089646,,,,-0.16534114,-0.1490167,,,,,,,-0.54269874,,,,,,
16376,,,,,,-0.35247087,,,,,,,,,,,,,,,,,,,-0.46533385,-0.5226993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38357374,,,-0.19125873,-0.27651736,,,,,,,-0.4641547,-0.17925976,,,0.15575057,,-0.16879413
17091,-0.119856566,-0.1919324,,,,,,,,,,,,,,,,,-0.13654384,-0.4239598,,,,,,,,,,,,,,,,,,,,,,-0.21284579,,-0.17237553,,,,,,,-0.63339126,,,,,,,,,,,,,-0.27072912,-0.7237881,,,,,,,-0.702321,,,,,,
17180,,,,,,,,-0.48009342,,,,,-0.111793034,,,,,,,-0.30832693,,,,,,,,,,,,,,,,,,,,0.22875609,,,,,,,,,,,-0.41754767,,,,,,,,,,-0.14650908,,,-0.22466253,-1.4833808,,,,,,,-0.674672,-0.15204637,,,,,
17335,,,,,,,,,,,,,,,,,,,0.23706931,0.14838265,,,,,-0.26038733,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31343523,,-0.16092302,,,,,,,,0.24929863,,,-0.14331153,-0.7687981,,,,,,,-0.40672702,-0.18616405,,,,,
17847,-0.28425524,,,,,-0.47191426,,,,,,,,,,,,,0.22876196,,,,,,,,,,,,,,,,,,,,,,,-0.20079961,,,,,,,,,,,,,,,,,,-0.22323562,-0.5297747,,,,-0.45757827,,,,,,,-0.60822326,,,,0.25336856,,-0.43647188
17865,-0.20590714,,,,,0.44732845,,,,,,,,,,,,,0.1743016,0.20782629,,,,,,,,,,,,,,,,,,,,,,-0.16901128,,,,,,,,,,,,,,,,,,-0.19169587,-0.50335443,,,,-0.39875948,,,,,,,-0.5320266,,,,,,-0.35327467
