source,target,source_raw,target_raw,edge_type
user_448865,wallet_fa5e4f09e186,448865,fa5e4f09e186e7f36f372129337d105a,user_sends_wallet
user_450190,wallet_6c3eb0f0310b,450190,6c3eb0f0310bc99814b3a7e4b20ae458,user_sends_wallet
user_470587,wallet_9e029e5f5c8a,470587,9e029e5f5c8a1af0c3a4772d6abea293,user_sends_wallet
user_482539,wallet_9e62e3e0064b,482539,9e62e3e0064b320300be0e35b7448915,user_sends_wallet
user_485370,wallet_b300cbe7d5b0,485370,b300cbe7d5b0231d774e857f96e7290d,user_sends_wallet
user_521033,wallet_4936828d0c54,521033,4936828d0c541c42729dd9276daae709,user_sends_wallet
user_531171,wallet_400dc316966e,531171,400dc316966e3566cbe572891b6005f1,user_sends_wallet
user_531171,wallet_cba439044075,531171,cba4390440750ee2fc0dcc8bba812202,user_sends_wallet
user_531441,wallet_b5a88a2fa142,531441,b5a88a2fa142c019984aa9ae0afcf2c9,user_sends_wallet
user_531502,wallet_47170062d723,531502,47170062d723935bee0f3f1eaa24bd58,user_sends_wallet
user_535020,wallet_dc309b45b365,535020,dc309b45b3658dd64f8f59bc9168d351,user_sends_wallet
user_537879,wallet_3ca27dbd6564,537879,3ca27dbd6564b7914a1a41b3c2e7022e,user_sends_wallet
user_538963,wallet_f19dbb747766,538963,f19dbb747766f6039eb66161c7a83845,user_sends_wallet
user_544434,wallet_93f949dc76e1,544434,93f949dc76e17261b8975ce7b843d64e,user_sends_wallet
user_549238,wallet_1866e3732b11,549238,1866e3732b11f42e8f05e1cb4631ed91,user_sends_wallet
user_549238,wallet_620c22480247,549238,620c2248024734d4726f7a045c3361d0,user_sends_wallet
user_554466,wallet_0c887cc50cd9,554466,0c887cc50cd93a90f4186eb00addb980,user_sends_wallet
user_561688,wallet_b6533872e44d,561688,b6533872e44de4a53460ef8612f6dedf,user_sends_wallet
user_562056,wallet_e7b559d43644,562056,e7b559d436442a7e9c76b59984b19645,user_sends_wallet
user_562339,wallet_46586e3ef277,562339,46586e3ef277e5eb4500edb58c4340bc,user_sends_wallet
user_562725,wallet_86a19b8e85d3,562725,86a19b8e85d3efd49dce7774a88a8ea6,user_sends_wallet
user_563437,wallet_ea4855a1cdeb,563437,ea4855a1cdebef2e23d5a479e8598398,user_sends_wallet
user_570336,wallet_69cd12bed026,570336,69cd12bed0266a3ad28ef36687e8b038,user_sends_wallet
user_571580,wallet_2d1551105865,571580,2d15511058657f8e8eeda1c6207ecd2d,user_sends_wallet
user_583742,wallet_ee73933c70cf,583742,ee73933c70cff73b41e8fa1ea9a2a397,user_sends_wallet
user_606758,wallet_fa198f4aa8c8,606758,fa198f4aa8c844a300760d7691822f5c,user_sends_wallet
user_611005,wallet_08e0448d323b,611005,08e0448d323b55adf3b78a39b971fe05,user_sends_wallet
user_626868,wallet_7a5c08a5e3d9,626868,7a5c08a5e3d9515dacf4d6d875a82616,user_sends_wallet
user_632820,wallet_4aded985c79e,632820,4aded985c79ecdbf8dae29a55c283a6c,user_sends_wallet
user_643950,wallet_11779ff7fe60,643950,11779ff7fe607f2a85347e1c5e163341,user_sends_wallet
user_647046,wallet_a195aec72b33,647046,a195aec72b334d14307f7129e81f526a,user_sends_wallet
user_647165,wallet_52bf7a854f94,647165,52bf7a854f9497c96b12278c06ef57c3,user_sends_wallet
user_647315,wallet_640149c1faf2,647315,640149c1faf2fba38833e4a2ddbdb406,user_sends_wallet
user_647620,wallet_7bcdfeb7c34a,647620,7bcdfeb7c34a99a831f7e89187498f8c,user_sends_wallet
user_652948,wallet_c0fdb72e9155,652948,c0fdb72e915534fbf6c4938573933fd3,user_sends_wallet
user_659616,wallet_b5351f5e32ee,659616,b5351f5e32ee17ebd5cea5949a9e195b,user_sends_wallet
user_662014,wallet_054d43c97468,662014,054d43c97468f15f5763ca7aac7a5d25,user_sends_wallet
user_672418,wallet_143c68affed6,672418,143c68affed68a7b7fd4162d7375a82f,user_sends_wallet
user_683461,wallet_2d6ddf2c4a2d,683461,2d6ddf2c4a2d5163e814ff66ef29e51d,user_sends_wallet
user_687761,wallet_4aaeeadaec4a,687761,4aaeeadaec4a9282ddc6efe04019518e,user_sends_wallet
user_689404,wallet_5a28ee3b0da3,689404,5a28ee3b0da35d96fb204c66d6e763d3,user_sends_wallet
user_692631,wallet_5e8a26ec028a,692631,5e8a26ec028ac6f0c1b8e8c32e09806b,user_sends_wallet
user_701779,wallet_574f95132f5b,701779,574f95132f5b1fbd72af9bdf853bc631,user_sends_wallet
user_702382,wallet_282365c49f50,702382,282365c49f50a187237ac03b605d4902,user_sends_wallet
user_702382,wallet_b77f2a172b4f,702382,b77f2a172b4f56c8058b2cfb896ff3db,user_sends_wallet
user_714781,wallet_b6a8aaef8a5b,714781,b6a8aaef8a5ba3676482c65603d2a6a6,user_sends_wallet
user_715325,wallet_e78100d53737,715325,e78100d537376ece7a8fecc9dd2c9724,user_sends_wallet
user_718116,wallet_64f296c15add,718116,64f296c15adda57cf762ffa23d4f7751,user_sends_wallet
user_719499,wallet_048a157f975e,719499,048a157f975e2b8908a26479be171dbd,user_sends_wallet
user_725431,wallet_8835ae1c92ee,725431,8835ae1c92ee90ea43d5cfe257cd4c6d,user_sends_wallet
user_725431,wallet_54aaf1642228,725431,54aaf1642228d503a912f8d8b28bb72e,user_sends_wallet
user_733910,wallet_fe18f3d4096e,733910,fe18f3d4096ee158a888e84222c8b4b5,user_sends_wallet
user_735468,wallet_9f0f71c1ec42,735468,9f0f71c1ec429379425a1a6caccc0bb4,user_sends_wallet
user_747966,wallet_3507025b959b,747966,3507025b959b40a427bd815f0d68949d,user_sends_wallet
user_752815,wallet_06489d6a188f,752815,06489d6a188f0b436e48b744b57c72b0,user_sends_wallet
user_758792,wallet_b7b1511511dd,758792,b7b1511511dda8971d637e46fed38f9a,user_sends_wallet
user_759352,wallet_aef6849062e6,759352,aef6849062e658d2da2e1ecfbe1e853e,user_sends_wallet
user_774627,wallet_6ce9ba3f923e,774627,6ce9ba3f923e93688248d9a286bdf553,user_sends_wallet
user_775818,wallet_21265c8e0cb5,775818,21265c8e0cb50545b8433e4d3a310945,user_sends_wallet
user_781256,wallet_334fad77ae89,781256,334fad77ae89762e095571c06b934ce1,user_sends_wallet
user_795629,wallet_ec8034b11c8a,795629,ec8034b11c8ab00ff36907733a0981db,user_sends_wallet
user_799575,wallet_1c64f4466974,799575,1c64f4466974058e3fd9b14d22590a08,user_sends_wallet
user_803312,wallet_fc49884677c9,803312,fc49884677c9445681f36d88b01bb4e4,user_sends_wallet
user_808039,wallet_cb750c6b9d5d,808039,cb750c6b9d5d905a08101027578b0dc4,user_sends_wallet
user_826712,wallet_8644c17f58c0,826712,8644c17f58c03e6583d1c24765bcae8f,user_sends_wallet
user_838334,wallet_0d733baf856d,838334,0d733baf856da39abf67347a0076d3a8,user_sends_wallet
user_842258,wallet_e056df75d905,842258,e056df75d905d045641a53b7217d9943,user_sends_wallet
user_842258,wallet_e0bfe216b7d4,842258,e0bfe216b7d4d96de2f10480e927ad93,user_sends_wallet
user_842258,wallet_420f23a1bd5b,842258,420f23a1bd5b75822a9e4d89e5027b54,user_sends_wallet
user_842258,wallet_c500d3af3c0d,842258,c500d3af3c0de2dfdff7198eba1d98db,user_sends_wallet
user_842258,wallet_94df45e1c08e,842258,94df45e1c08e11ace40dc2c76951c3c7,user_sends_wallet
user_857912,wallet_fcfb9a87dcab,857912,fcfb9a87dcabbbba536df962e3f986f3,user_sends_wallet
user_858371,wallet_ab75dca50431,858371,ab75dca504317984b3b5906a3e80cad2,user_sends_wallet
user_861454,wallet_2d848bf38934,861454,2d848bf389349097f8141003758ed44d,user_sends_wallet
user_869071,wallet_d0204a903b9b,869071,d0204a903b9b21a5e07da56247cf7ac4,user_sends_wallet
user_869486,wallet_6b0c8b2625f1,869486,6b0c8b2625f14c8f351a7039f59ec79a,user_sends_wallet
user_875415,wallet_803fd334a2c4,875415,803fd334a2c4fbb3340778f5058c0773,user_sends_wallet
user_882407,wallet_48eab12b3751,882407,48eab12b3751f2f4a762a73b0679ced2,user_sends_wallet
user_883678,wallet_047a945fa5d8,883678,047a945fa5d89d355a78a8214cf14bb2,user_sends_wallet
user_910892,wallet_4f7bb34a7ed4,910892,4f7bb34a7ed4a11a1445d94226a42d5f,user_sends_wallet
user_911017,wallet_0cf840a91524,911017,0cf840a9152458ff2ab76d72b49284dd,user_sends_wallet
user_923632,wallet_9b4d80ce596f,923632,9b4d80ce596f271aea8d466f749ad93a,user_sends_wallet
user_927781,wallet_6430cdae6f68,927781,6430cdae6f68e06d170d40a40c6d89fb,user_sends_wallet
user_929551,wallet_c230ca4d3ae9,929551,c230ca4d3ae98e6f12ca63607a3413a9,user_sends_wallet
user_935596,wallet_9712d00e0dc4,935596,9712d00e0dc4a508cda6158702d833e0,user_sends_wallet
user_937321,wallet_6e31efb2df05,937321,6e31efb2df0541e18f01c91dbba08b64,user_sends_wallet
user_938809,wallet_92947a6d85df,938809,92947a6d85dfbf435e9094027fe99880,user_sends_wallet
user_939512,wallet_77366908f575,939512,77366908f575796f70a41eced72f643f,user_sends_wallet
user_943172,wallet_4cc3af7dfab2,943172,4cc3af7dfab29f976fc0c0e673f33a8d,user_sends_wallet
user_943172,wallet_8c40c764004a,943172,8c40c764004a33712670e50f73d78804,user_sends_wallet
user_943605,wallet_7e8e7ddf203d,943605,7e8e7ddf203db1efa20dab02a1ac64c2,user_sends_wallet
user_948930,wallet_8b8f411decaf,948930,8b8f411decaf839d7ce32b0d5fba4dca,user_sends_wallet
user_949830,wallet_265bed4e53bd,949830,265bed4e53bd9d04e228c89dcb2189ab,user_sends_wallet
user_958524,wallet_5eaa34e401ad,958524,5eaa34e401ad4b6acf5d6af35ac74fda,user_sends_wallet
user_960849,wallet_98df8f354e39,960849,98df8f354e3929886e04e39861702170,user_sends_wallet
user_963363,wallet_9509d6d86a3e,963363,9509d6d86a3ef1de4e47f840f9452529,user_sends_wallet
user_965185,wallet_0996fafb071b,965185,0996fafb071b2b3a838e5ae2ca3436d4,user_sends_wallet
user_965292,wallet_b90da062fe45,965292,b90da062fe4543f04511023ced12de58,user_sends_wallet
user_966714,wallet_893ed2b70478,966714,893ed2b70478b3dfeba0d583fbb3d617,user_sends_wallet
user_969158,wallet_b5541d1019ca,969158,b5541d1019ca530b0d16d93e5af52fbc,user_sends_wallet
user_969158,wallet_66bcded3047f,969158,66bcded3047f2f88e04b0e0b69d637ee,user_sends_wallet
user_971930,wallet_50dcc44eafa9,971930,50dcc44eafa9bdb205d371fc4c6c18bf,user_sends_wallet
user_972695,wallet_97304ad1deba,972695,97304ad1deba8b1e60b181ec2fc4f4dc,user_sends_wallet
user_974511,wallet_7b5a8a6aa061,974511,7b5a8a6aa061f1b9f12df011bbe50247,user_sends_wallet
user_976424,wallet_9c31fb2e74b0,976424,9c31fb2e74b0555cf46445752bbf9d46,user_sends_wallet
user_980401,wallet_9e7f177c62a2,980401,9e7f177c62a2758b89b476f3837982ae,user_sends_wallet
user_985844,wallet_1d9ba6c31a74,985844,1d9ba6c31a74ba72e6ac54795679ad3e,user_sends_wallet
