user_id,true_label,risk_score,predicted_blacklist,risk_level,data_source
155562,1,0.9999401794079084,1,極高風險,train
116743,1,0.9999399957745606,1,極高風險,train
120767,1,0.9999398251290268,1,極高風險,train
160098,1,0.9999397874580896,1,極高風險,train
146128,1,0.9999397291784988,1,極高風險,train
125304,1,0.9999396721281292,1,極高風險,train
126424,1,0.9999395952488964,1,極高風險,train
160206,1,0.9999395832351454,1,極高風險,train
126832,1,0.999939550190342,1,極高風險,train
121716,1,0.9999394843941882,1,極高風險,train
150495,1,0.999939370984106,1,極高風險,train
150763,1,0.9999392739362732,1,極高風險,train
111067,1,0.999939261522832,1,極高風險,train
135389,1,0.99993920729902,1,極高風險,train
156148,1,0.9999391630357356,1,極高風險,train
117307,1,0.9999391438910864,1,極高風險,train
136006,1,0.9999391318399428,1,極高風險,train
140573,1,0.9999390993412576,1,極高風險,train
121796,1,0.9999389572789652,1,極高風險,train
136051,1,0.9999389468563048,1,極高風險,train
126554,1,0.999938929091974,1,極高風險,train
135765,1,0.9999388477329396,1,極高風險,train
155003,1,0.999938786301676,1,極高風險,train
156791,1,0.9999387225911952,1,極高風險,train
154846,1,0.999938673700846,1,極高風險,train
131628,1,0.9999386601433314,1,極高風險,train
157084,1,0.999938609558665,1,極高風險,train
117620,1,0.9999386044810484,1,極高風險,train
145448,1,0.9999385968929208,1,極高風險,train
150861,1,0.999938524767738,1,極高風險,train
150644,1,0.9999384974801632,1,極高風險,train
131442,1,0.9999384807218306,1,極高風險,train
121725,1,0.9999382223417383,1,極高風險,train
138018,1,0.9999381030934124,1,極高風險,train
119479,1,0.9999379056790226,1,極高風險,train
121393,1,0.9999378471200904,1,極高風險,train
155384,1,0.9999378410341984,1,極高風險,train
131262,1,0.9999378286226372,1,極高風險,train
121512,1,0.9999377860032522,1,極高風險,train
159894,1,0.999937761347027,1,極高風險,train
121232,1,0.9999376584880292,1,極高風險,train
126574,1,0.9999375863637407,1,極高風險,train
149970,1,0.9999374847757068,1,極高風險,train
148610,1,0.9999373743098886,1,極高風險,train
131386,1,0.9999373290759168,1,極高風險,train
121152,1,0.9999372796882758,1,極高風險,train
155441,1,0.9999372521410438,1,極高風險,train
150319,1,0.9999371606665676,1,極高風險,train
150731,1,0.999937007132766,1,極高風險,train
135916,1,0.9999369597351636,1,極高風險,train
154773,1,0.9999369201429592,1,極高風險,train
141123,1,0.999936897951897,1,極高風險,train
155018,1,0.999936886608137,1,極高風險,train
123101,1,0.9999367671581192,1,極高風險,train
150621,1,0.9999367594361368,1,極高風險,train
117401,1,0.9999367310541984,1,極高風險,train
150162,1,0.9999365900473798,1,極高風險,train
117071,1,0.9999365819740684,1,極高風險,train
121868,1,0.999936501935123,1,極高風險,train
117291,1,0.9999364893695686,1,極高風險,train
111844,1,0.9999364738765886,1,極高風險,train
140640,1,0.999936256542773,1,極高風險,train
140632,1,0.9999362186101478,1,極高風險,train
141119,1,0.9999360214658876,1,極高風險,train
145727,1,0.9999358661393348,1,極高風險,train
131210,1,0.9999358102785516,1,極高風險,train
149892,1,0.9999357228916176,1,極高風險,train
146035,1,0.999935719374832,1,極高風險,train
121431,1,0.9999355787599272,1,極高風險,train
122227,1,0.99993552578309,1,極高風險,train
150245,1,0.9999353649507736,1,極高風險,train
159965,1,0.9999353428037372,1,極高風險,train
140675,1,0.9999352908866492,1,極高風險,train
122051,1,0.9999352738694656,1,極高風險,train
116538,1,0.9999352471583502,1,極高風險,train
141236,1,0.9999352174509092,1,極高風險,train
150626,1,0.999935040221511,1,極高風險,train
145747,1,0.9999350233422988,1,極高風險,train
148659,1,0.99993465857061,1,極高風險,train
145382,1,0.9999346430969388,1,極高風險,train
144558,1,0.9999345399689572,1,極高風險,train
152620,1,0.9999343382252168,1,極高風險,train
127602,1,0.9999342105812568,1,極高風險,train
123075,1,0.9999340546729716,1,極高風險,train
131168,1,0.999934050155709,1,極高風險,train
120984,1,0.9999339798364378,1,極高風險,train
126505,1,0.9999338170049448,1,極高風險,train
145858,1,0.999933768962378,1,極高風險,train
126337,1,0.9999336770663624,1,極高風險,train
145687,1,0.9999335544130248,1,極高風險,train
126467,1,0.9999335239267804,1,極高風險,train
130824,1,0.9999334160413316,1,極高風險,train
149930,1,0.9999332341901942,1,極高風險,train
150108,1,0.9999329890371504,1,極高風險,train
135873,1,0.9999329224016066,1,極高風險,train
121782,1,0.999932865465229,1,極高風險,train
117141,1,0.9999327155674738,1,極高風險,train
136021,1,0.9999326570082622,1,極高風險,train
145738,1,0.9999326057296352,1,極高風險,train
131211,1,0.9999325210228732,1,極高風險,train
154730,1,0.999932370860278,1,極高風險,train
116943,1,0.9999322033312688,1,極高風險,train
126545,1,0.9999321852055144,1,極高風險,train
145961,1,0.9999320459094846,1,極高風險,train
142883,1,0.9999318831064684,1,極高風險,train
119891,1,0.9999317908590194,1,極高風險,train
121691,1,0.9999317672760388,1,極高風險,train
150485,1,0.999931713511102,1,極高風險,train
160236,1,0.999931594430429,1,極高風險,train
124783,1,0.9999315032835658,1,極高風險,train
129944,1,0.9999314499751942,1,極高風險,train
131559,1,0.9999312734940272,1,極高風險,train
150341,1,0.9999312189447496,1,極高風險,train
154250,1,0.999931190361491,1,極高風險,train
137059,1,0.9999309811656152,1,極高風險,train
153295,1,0.9999309244107458,1,極高風險,train
140734,1,0.9999309018155068,1,極高風險,train
150174,1,0.9999308314066214,1,極高風險,train
136243,1,0.9999308312030292,1,極高風險,train
116265,1,0.9999308307486764,1,極高風險,train
144605,1,0.9999307597922992,1,極高風險,train
121776,1,0.999930623571322,1,極高風險,train
137526,1,0.9999305160011503,1,極高風險,train
155434,1,0.999930488005598,1,極高風險,train
132024,1,0.999930206125087,1,極高風險,train
126935,1,0.999930148782434,1,極高風險,train
118305,1,0.9999301403152524,1,極高風險,train
145939,1,0.9999301166446338,1,極高風險,train
140826,1,0.9999300055171324,1,極高風險,train
140201,1,0.999929930791479,1,極高風險,train
145479,1,0.9999297090880452,1,極高風險,train
154970,1,0.999929619900546,1,極高風險,train
121380,1,0.9999294830259924,1,極高風險,train
155482,1,0.9999293851038348,1,極高風險,train
140890,1,0.9999293499686704,1,極高風險,train
131297,1,0.9999292932268272,1,極高風險,train
132628,1,0.9999292911095932,1,極高風險,train
125758,1,0.999929270699922,1,極高風險,train
140141,1,0.999929246681856,1,極高風險,train
143671,1,0.999929179055085,1,極高風險,train
150724,1,0.999929134824156,1,極高風險,train
155091,1,0.9999288955809338,1,極高風險,train
125676,1,0.999928880151566,1,極高風險,train
131374,1,0.9999288497017162,1,極高風險,train
149739,1,0.9999288037025372,1,極高風險,train
141993,1,0.999928756753494,1,極高風險,train
122256,1,0.9999286819561,1,極高風險,train
122070,1,0.999928669833106,1,極高風險,train
126626,1,0.999928636691484,1,極高風險,train
160218,1,0.9999285718029256,1,極高風險,train
141886,1,0.9999282812307726,1,極高風險,train
131455,1,0.999928189350631,1,極高風險,train
159259,1,0.9999281368945948,1,極高風險,train
121621,1,0.999928102451622,1,極高風險,train
141036,1,0.999928027621782,1,極高風險,train
145277,1,0.9999279587920824,1,極高風險,train
116987,1,0.9999279535771908,1,極高風險,train
145676,1,0.9999278499897696,1,極高風險,train
145033,1,0.9999276751597712,1,極高風險,train
150178,1,0.9999276412417092,1,極高風險,train
155452,1,0.9999276211866734,1,極高風險,train
149573,1,0.9999275809164866,1,極高風險,train
150546,1,0.99992738950288,1,極高風險,train
155371,1,0.9999273229206236,1,極高風險,train
135562,1,0.9999272790629056,1,極高風險,train
140687,1,0.9999271096134524,1,極高風險,train
140221,1,0.9999270069653752,1,極高風險,train
152908,1,0.9999269868918252,1,極高風險,train
149743,1,0.999926943090053,1,極高風險,train
145008,1,0.9999268853560592,1,極高風險,train
122947,1,0.9999265978204332,1,極高風險,train
158819,1,0.9999265654795548,1,極高風險,train
130728,1,0.9999265055839824,1,極高風險,train
154995,1,0.999926399815666,1,極高風險,train
121770,1,0.9999263993938848,1,極高風險,train
121321,1,0.9999263546521736,1,極高風險,train
140452,1,0.9999262978671511,1,極高風險,train
155396,1,0.9999262368850178,1,極高風險,train
145462,1,0.9999260919640952,1,極高風險,train
115635,1,0.999926090051312,1,極高風險,train
136013,1,0.9999260359566235,1,極高風險,train
154677,1,0.9999259648470424,1,極高風險,train
136350,1,0.999925733609632,1,極高風險,train
123978,1,0.9999256237856896,1,極高風險,train
146064,1,0.999925572190296,1,極高風險,train
159856,1,0.9999255579451536,1,極高風險,train
129251,1,0.9999255005114452,1,極高風險,train
142386,1,0.9999254610011464,1,極高風險,train
149782,1,0.9999253391653864,1,極高風險,train
122141,1,0.9999252335978452,1,極高風險,train
120801,1,0.9999251036180004,1,極高風險,train
149542,1,0.9999249634356498,1,極高風險,train
117261,1,0.9999248956718276,1,極高風險,train
145717,1,0.9999248047659806,1,極高風險,train
140066,1,0.999924790489093,1,極高風險,train
159903,1,0.99992478060792,1,極高風險,train
159687,1,0.9999245688785754,1,極高風險,train
121913,1,0.9999245287397388,1,極高風險,train
140878,1,0.9999244671378562,1,極高風險,train
144750,1,0.9999244547940652,1,極高風險,train
130749,1,0.9999244188401958,1,極高風險,train
155499,1,0.9999243639627862,1,極高風險,train
125498,1,0.9999242155477912,1,極高風險,train
130218,1,0.9999240988185734,1,極高風險,train
131202,1,0.9999240885349224,1,極高風險,train
140615,1,0.999924050511538,1,極高風險,train
122242,1,0.9999239843697016,1,極高風險,train
140967,1,0.9999239525298907,1,極高風險,train
121506,1,0.9999239337799992,1,極高風險,train
117235,1,0.9999239255876644,1,極高風險,train
126227,1,0.9999238916641208,1,極高風險,train
154657,1,0.9999238720571032,1,極高風險,train
136196,1,0.999923824054552,1,極高風險,train
145628,1,0.9999238057199769,1,極高風險,train
125375,1,0.99992369531569,1,極高風險,train
121783,1,0.999923543088062,1,極高風險,train
146560,1,0.9999234733246072,1,極高風險,train
136012,1,0.999923361343452,1,極高風險,train
116619,1,0.9999232685128402,1,極高風險,train
117241,1,0.999923220457152,1,極高風險,train
135216,1,0.9999228478735422,1,極高風險,train
160096,1,0.9999228429268244,1,極高風險,train
131583,1,0.9999228126650158,1,極高風險,train
153688,1,0.9999227945394412,1,極高風險,train
117181,1,0.9999227041909612,1,極高風險,train
121214,1,0.9999225722138356,1,極高風險,train
139984,1,0.9999225571200576,1,極高風險,train
145573,1,0.9999225545926738,1,極高風險,train
148549,1,0.9999224646825052,1,極高風險,train
121911,1,0.9999224240344752,1,極高風險,train
148242,1,0.9999224197468592,1,極高風險,train
145115,1,0.9999222901511096,1,極高風險,train
117448,1,0.999922195703818,1,極高風險,train
131669,1,0.9999220731352388,1,極高風險,train
141013,1,0.9999220384423322,1,極高風險,train
121489,1,0.9999219783520208,1,極高風險,train
117116,1,0.9999219655993344,1,極高風險,train
136111,1,0.999921932949668,1,極高風險,train
149311,1,0.9999218719505496,1,極高風險,train
146621,1,0.9999215649045168,1,極高風險,train
144923,1,0.999921453541612,1,極高風險,train
147055,1,0.9999212579412472,1,極高風險,train
131558,1,0.9999212020325112,1,極高風險,train
149668,1,0.9999211890181052,1,極高風險,train
131114,1,0.9999209779109852,1,極高風險,train
130375,1,0.9999209747312736,1,極高風險,train
131033,1,0.9999209457190118,1,極高風險,train
125754,1,0.9999209233060128,1,極高風險,train
149924,1,0.9999208711804048,1,極高風險,train
114197,1,0.9999208592878708,1,極高風險,train
126596,1,0.9999206470357996,1,極高風險,train
141228,1,0.9999205084042272,1,極高風險,train
140765,1,0.9999204179614656,1,極高風險,train
150302,1,0.9999201813674052,1,極高風險,train
159738,1,0.9999200858276038,1,極高風險,train
55996,1,0.9999199132850576,1,極高風險,train
121052,1,0.999919900696974,1,極高風險,train
150344,1,0.9999198009660768,1,極高風險,train
146022,1,0.9999197063261872,1,極高風險,train
145397,1,0.9999192395044632,1,極高風險,train
136090,1,0.9999190588518896,1,極高風險,train
116432,1,0.9999190339397116,1,極高風險,train
150664,1,0.9999190011945828,1,極高風險,train
155295,1,0.9999189019200928,1,極高風險,train
121749,1,0.9999188758389648,1,極高風險,train
89895,1,0.9999184961613624,1,極高風險,train
128697,1,0.9999184275976316,1,極高風險,train
123276,1,0.9999183788316872,1,極高風險,train
152029,1,0.9999183344676336,1,極高風險,train
121693,1,0.9999183084008464,1,極高風險,train
120100,1,0.9999182395394918,1,極高風險,train
159490,1,0.9999181584492958,1,極高風險,train
138386,1,0.9999181400344206,1,極高風險,train
121927,1,0.9999180150435714,1,極高風險,train
126870,1,0.9999180028182308,1,極高風險,train
160051,1,0.9999179694606432,1,極高風險,train
120248,1,0.9999178201197356,1,極高風險,train
134946,1,0.9999176055117156,1,極高風險,train
149727,1,0.999917499738094,1,極高風險,train
154482,1,0.9999174689040314,1,極高風險,train
159556,1,0.9999174165630668,1,極高風險,train
145592,1,0.9999173811422776,1,極高風險,train
153255,1,0.999917347909194,1,極高風險,train
129762,1,0.999917306649942,1,極高風險,train
159990,1,0.9999172730624056,1,極高風險,train
127826,1,0.9999172461427238,1,極高風險,train
145616,1,0.999917225747634,1,極高風險,train
132377,1,0.9999171839520798,1,極高風險,train
117203,1,0.9999171642620648,1,極高風險,train
156336,1,0.999917150296576,1,極高風險,train
140795,1,0.999917123764407,1,極高風險,train
158742,1,0.999916995086267,1,極高風險,train
130163,1,0.99991694197996,1,極高風險,train
157013,1,0.9999168653307584,1,極高風險,train
159003,1,0.999916841438517,1,極高風險,train
132837,1,0.9999168361768866,1,極高風險,train
131132,1,0.9999167304813809,1,極高風險,train
131239,1,0.9999167192534316,1,極高風險,train
122273,1,0.9999166541857852,1,極高風險,train
139034,1,0.9999166201221852,1,極高風險,train
159641,1,0.9999165519273312,1,極高風險,train
125672,1,0.999916216043464,1,極高風險,train
116996,1,0.9999161972175348,1,極高風險,train
150590,1,0.999916020445806,1,極高風險,train
150559,1,0.99991579241776,1,極高風險,train
126923,1,0.9999154353494608,1,極高風險,train
113519,1,0.9999153678225712,1,極高風險,train
118975,1,0.9999152052276666,1,極高風險,train
159160,1,0.9999151765970372,1,極高風險,train
118716,1,0.9999151572267124,1,極高風險,train
122223,1,0.9999151287281166,1,極高風險,train
62985,1,0.9999150192132238,1,極高風險,train
155139,1,0.9999150083191825,1,極高風險,train
153878,1,0.9999149819106504,1,極高風險,train
141242,1,0.9999149053262064,1,極高風險,train
117007,1,0.9999148814811756,1,極高風險,train
130290,1,0.9999147864487834,1,極高風險,train
135114,1,0.9999147496887169,1,極高風險,train
144760,1,0.9999147390303054,1,極高風險,train
147265,1,0.999914677056876,1,極高風險,train
131513,1,0.9999145432554905,1,極高風險,train
152505,1,0.9999144680944652,1,極高風險,train
123524,1,0.9999142292960916,1,極高風險,train
130754,1,0.999914075171414,1,極高風險,train
105137,1,0.999914068060572,1,極高風險,train
122266,1,0.9999140208084484,1,極高風險,train
121674,1,0.9999139872522186,1,極高風險,train
135702,1,0.9999137767159606,1,極高風險,train
121814,1,0.9999136982360806,1,極高風險,train
149603,1,0.9999134109832096,1,極高風險,train
135596,1,0.9999132422543322,1,極高風險,train
129695,1,0.9999130330256188,1,極高風險,train
149711,1,0.9999128023714222,1,極高風險,train
150760,1,0.9999127826317864,1,極高風險,train
121401,1,0.999912747272346,1,極高風險,train
113623,1,0.9999126857471892,1,極高風險,train
155148,1,0.9999126498091694,1,極高風險,train
134800,1,0.9999125299253148,1,極高風險,train
138586,1,0.9999124904022328,1,極高風險,train
115815,1,0.9999124321901002,1,極高風險,train
122120,1,0.9999123313055592,1,極高風險,train
135980,1,0.9999123209370347,1,極高風險,train
145011,1,0.9999122704293952,1,極高風險,train
120554,1,0.9999122577074046,1,極高風險,train
141195,1,0.9999122116066456,1,極高風險,train
126741,1,0.9999121159372912,1,極高風險,train
144180,1,0.9999120297713991,1,極高風險,train
158488,1,0.9999120209928918,1,極高風險,train
120503,1,0.9999120095025362,1,極高風險,train
150826,1,0.9999116124261288,1,極高風險,train
143624,1,0.9999115551663552,1,極高風險,train
121545,1,0.9999115523966874,1,極高風險,train
150181,1,0.9999115290774834,1,極高風險,train
140799,1,0.9999114592939526,1,極高風險,train
140674,1,0.9999113905422936,1,極高風險,train
131380,1,0.9999112980628522,1,極高風險,train
145884,1,0.999911290205885,1,極高風險,train
155166,1,0.9999112729644768,1,極高風險,train
129062,1,0.999911209251232,1,極高風險,train
154201,1,0.9999110972810176,1,極高風險,train
128178,1,0.999910985982415,1,極高風險,train
126705,1,0.9999109447760032,1,極高風險,train
120384,1,0.9999109446882876,1,極高風險,train
145371,1,0.9999106650789854,1,極高風險,train
137139,1,0.9999098826030456,1,極高風險,train
137484,1,0.999909876804749,1,極高風險,train
155437,1,0.9999098320340476,1,極高風險,train
140725,1,0.999909827296863,1,極高風險,train
123098,1,0.9999097166721398,1,極高風險,train
131257,1,0.9999095332555258,1,極高風險,train
135679,1,0.9999095207743272,1,極高風險,train
132585,1,0.9999094728578868,1,極高風險,train
140000,1,0.9999093656151592,1,極高風險,train
159897,1,0.9999092968798654,1,極高風險,train
121547,1,0.9999092461451528,1,極高風險,train
150055,1,0.99990920075184,1,極高風險,train
131454,1,0.9999091519373056,1,極高風險,train
159010,1,0.999909114034694,1,極高風險,train
149822,1,0.9999090236346552,1,極高風險,train
126105,1,0.999908867436317,1,極高風險,train
116728,1,0.9999086517422386,1,極高風險,train
123067,1,0.9999085907306908,1,極高風險,train
120392,1,0.999908583955661,1,極高風險,train
135522,1,0.9999082235029618,1,極高風險,train
154974,1,0.9999081333433962,1,極高風險,train
150207,1,0.9999080625767428,1,極高風險,train
159254,1,0.9999080056234212,1,極高風險,train
125892,1,0.9999079732140508,1,極高風險,train
121111,1,0.9999079197501742,1,極高風險,train
134709,1,0.9999075433029982,1,極高風險,train
145649,1,0.999907432762843,1,極高風險,train
114575,1,0.999907428510846,1,極高風險,train
146750,1,0.9999073701928728,1,極高風險,train
140628,1,0.9999071468098728,1,極高風險,train
137044,1,0.9999071189664324,1,極高風險,train
145967,1,0.999907032041246,1,極高風險,train
138980,1,0.999906842903446,1,極高風險,train
158757,1,0.9999068410446188,1,極高風險,train
141604,1,0.9999067296107578,1,極高風險,train
135051,1,0.99990653090887,1,極高風險,train
131015,1,0.999906502501685,1,極高風險,train
114108,1,0.9999062860382746,1,極高風險,train
144320,1,0.999906152824558,1,極高風險,train
121391,1,0.9999060755060636,1,極高風險,train
128314,1,0.999905850106666,1,極高風險,train
116917,1,0.9999057636643264,1,極高風險,train
115920,1,0.9999056490986044,1,極高風險,train
154986,1,0.99990559056996,1,極高風險,train
140922,1,0.9999055711833948,1,極高風險,train
159744,1,0.9999055320977775,1,極高風險,train
157352,1,0.9999053200980546,1,極高風險,train
130987,1,0.9999052789871176,1,極高風險,train
125053,1,0.999905239779042,1,極高風險,train
159605,1,0.9999051579007404,1,極高風險,train
140375,1,0.9999051052759172,1,極高風險,train
135628,1,0.9999048537187064,1,極高風險,train
140488,1,0.999904717250593,1,極高風險,train
121422,1,0.99990435022075,1,極高風險,train
121419,1,0.9999041821794784,1,極高風險,train
119433,1,0.9999039327824686,1,極高風險,train
131753,1,0.99990380331132,1,極高風險,train
149359,1,0.9999037025535792,1,極高風險,train
120810,1,0.9999036266835684,1,極高風險,train
129974,1,0.999903533901105,1,極高風險,train
144748,1,0.9999035058529324,1,極高風險,train
149437,1,0.999903419982415,1,極高風險,train
145519,1,0.9999034026324052,1,極高風險,train
150126,1,0.9999033698571016,1,極高風險,train
136016,1,0.9999032883950308,1,極高風險,train
142622,1,0.9999032057126525,1,極高風險,train
144884,1,0.9999031780704783,1,極高風險,train
21363,1,0.999903164870127,1,極高風險,train
115314,1,0.9999030502832742,1,極高風險,train
117420,1,0.9999030024212056,1,極高風險,train
79952,1,0.9999029654409236,1,極高風險,train
131677,1,0.9999029556839928,1,極高風險,train
114043,1,0.9999029126305856,1,極高風險,train
139614,1,0.99990290493607,1,極高風險,train
116225,1,0.9999028410119424,1,極高風險,train
144704,1,0.9999025448743356,1,極高風險,train
144299,1,0.9999024854072716,1,極高風險,train
135921,1,0.9999020482759602,1,極高風險,train
135776,1,0.9999018652754402,1,極高風險,train
145900,1,0.9999018279549718,1,極高風險,train
150456,1,0.999901577029178,1,極高風險,train
121580,1,0.9999015513428372,1,極高風險,train
126010,1,0.9999014826705904,1,極高風險,train
151693,1,0.9999013803250324,1,極高風險,train
152114,1,0.9999009784717046,1,極高風險,train
140518,1,0.9999008599875114,1,極高風險,train
120415,1,0.9999007074963998,1,極高風險,train
130832,1,0.9999004778890652,1,極高風險,train
122268,1,0.9999003747824164,1,極高風險,train
145891,1,0.9999000279518307,1,極高風險,train
130997,1,0.9998999377948666,1,極高風險,train
146031,1,0.999899897582979,1,極高風險,train
131320,1,0.9998996485259186,1,極高風險,train
134124,1,0.9998994174222984,1,極高風險,train
58625,1,0.9998990604939472,1,極高風險,train
134071,1,0.999898994676898,1,極高風險,train
145816,1,0.9998989372316276,1,極高風險,train
116563,1,0.9998988811956224,1,極高風險,train
160200,1,0.9998988499077044,1,極高風險,train
131738,1,0.9998988186223576,1,極高風險,train
139672,1,0.9998987657950246,1,極高風險,train
148435,1,0.9998985960480686,1,極高風險,train
115888,1,0.9998981751452132,1,極高風險,train
118324,1,0.9998981147345378,1,極高風險,train
140716,1,0.999897720872913,1,極高風險,train
127489,1,0.9998970966449308,1,極高風險,train
131679,1,0.9998966724383278,1,極高風險,train
140123,1,0.9998965461275368,1,極高風險,train
118624,1,0.9998961306072152,1,極高風險,train
117455,1,0.9998961023477296,1,極高風險,train
145451,1,0.9998960758963592,1,極高風險,train
116828,1,0.9998960653719796,1,極高風險,train
140909,1,0.9998959539424892,1,極高風險,train
117585,1,0.9998959057425784,1,極高風險,train
120480,1,0.9998957608617214,1,極高風險,train
156714,1,0.9998957012797556,1,極高風險,train
125962,1,0.9998947592220432,1,極高風險,train
136218,1,0.9998945732984684,1,極高風險,train
116318,1,0.999894335201136,1,極高風險,train
117601,1,0.9998941056170916,1,極高風險,train
153303,1,0.99989374933177,1,極高風險,train
136101,1,0.9998937172453792,1,極高風險,train
129662,1,0.9998936860735684,1,極高風險,train
160144,1,0.9998936242168568,1,極高風險,train
144796,1,0.9998931158754064,1,極高風險,train
149641,1,0.9998930862562564,1,極高風險,train
130891,1,0.9998930025126168,1,極高風險,train
131514,1,0.9998929216671144,1,極高風險,train
159117,1,0.999892602005248,1,極高風險,train
155419,1,0.9998925481348138,1,極高風險,train
121938,1,0.999892532606896,1,極高風險,train
140823,1,0.99989252266687,1,極高風險,train
116099,1,0.9998921992844184,1,極高風險,train
143171,1,0.9998917355867584,1,極高風險,train
131644,1,0.999891666753349,1,極高風險,train
116493,1,0.9998916164040984,1,極高風險,train
145610,1,0.9998913190485244,1,極高風險,train
149556,1,0.9998903353069634,1,極高風險,train
147869,1,0.999890226529888,1,極高風險,train
155559,1,0.9998900412268898,1,極高風險,train
154116,1,0.9998897838415044,1,極高風險,train
131307,1,0.9998897588270592,1,極高風險,train
129182,1,0.9998896785057396,1,極高風險,train
116981,1,0.999889670813246,1,極高風險,train
127415,1,0.999889630462403,1,極高風險,train
