source,target,source_raw,target_raw,edge_type
user_143407,wallet_00000000000000000000000000019995,143407,00000000000000000000000000019995,user_sends_wallet
user_114985,wallet_00000000000000000000000000019996,114985,00000000000000000000000000019996,user_sends_wallet
user_129141,wallet_00000000000000000000000000019997,129141,00000000000000000000000000019997,user_sends_wallet
user_119872,wallet_00000000000000000000000000019998,119872,00000000000000000000000000019998,user_sends_wallet
user_148337,wallet_0000000000000000000000000001999a,148337,0000000000000000000000000001999a,user_sends_wallet
user_148337,wallet_0000000000000000000000000001999b,148337,0000000000000000000000000001999b,user_sends_wallet
user_124549,wallet_0000000000000000000000000001999d,124549,0000000000000000000000000001999d,user_sends_wallet
user_119908,wallet_0000000000000000000000000001999e,119908,0000000000000000000000000001999e,user_sends_wallet
user_134058,wallet_0000000000000000000000000001999f,134058,0000000000000000000000000001999f,user_sends_wallet
user_119977,wallet_000000000000000000000000000199a0,119977,000000000000000000000000000199a0,user_sends_wallet
user_115308,wallet_00000000000000000000000000019965,115308,00000000000000000000000000019965,user_sends_wallet
user_134227,wallet_000000000000000000000000000199a1,134227,000000000000000000000000000199a1,user_sends_wallet
user_139086,wallet_000000000000000000000000000199a2,139086,000000000000000000000000000199a2,user_sends_wallet
user_153434,wallet_000000000000000000000000000199a3,153434,000000000000000000000000000199a3,user_sends_wallet
user_134508,wallet_000000000000000000000000000199a4,134508,000000000000000000000000000199a4,user_sends_wallet
user_134526,wallet_000000000000000000000000000199a5,134526,000000000000000000000000000199a5,user_sends_wallet
user_129717,wallet_000000000000000000000000000199a6,129717,000000000000000000000000000199a6,user_sends_wallet
user_139296,wallet_000000000000000000000000000199a7,139296,000000000000000000000000000199a7,user_sends_wallet
user_139296,wallet_000000000000000000000000000199a8,139296,000000000000000000000000000199a8,user_sends_wallet
user_125079,wallet_000000000000000000000000000199a9,125079,000000000000000000000000000199a9,user_sends_wallet
user_129757,wallet_000000000000000000000000000199aa,129757,000000000000000000000000000199aa,user_sends_wallet
user_129797,wallet_000000000000000000000000000199ab,129797,000000000000000000000000000199ab,user_sends_wallet
user_144185,wallet_000000000000000000000000000199ac,144185,000000000000000000000000000199ac,user_sends_wallet
user_158452,wallet_000000000000000000000000000199ad,158452,000000000000000000000000000199ad,user_sends_wallet
user_115777,wallet_000000000000000000000000000199ae,115777,000000000000000000000000000199ae,user_sends_wallet
user_153773,wallet_000000000000000000000000000199af,153773,000000000000000000000000000199af,user_sends_wallet
user_115824,wallet_000000000000000000000000000199b0,115824,000000000000000000000000000199b0,user_sends_wallet
user_144307,wallet_000000000000000000000000000199b1,144307,000000000000000000000000000199b1,user_sends_wallet
user_120626,wallet_000000000000000000000000000199b2,120626,000000000000000000000000000199b2,user_sends_wallet
user_134770,wallet_000000000000000000000000000199b3,134770,000000000000000000000000000199b3,user_sends_wallet
user_121033,wallet_000000000000000000000000000199b5,121033,000000000000000000000000000199b5,user_sends_wallet
user_116445,wallet_000000000000000000000000000199b6,116445,000000000000000000000000000199b6,user_sends_wallet
user_116648,wallet_000000000000000000000000000199b8,116648,000000000000000000000000000199b8,user_sends_wallet
user_130787,wallet_000000000000000000000000000199b9,130787,000000000000000000000000000199b9,user_sends_wallet
user_135934,wallet_000000000000000000000000000199ba,135934,000000000000000000000000000199ba,user_sends_wallet
user_96357,wallet_000000000000000000000000000199bb,96357,000000000000000000000000000199bb,user_sends_wallet
user_96357,wallet_000000000000000000000000000199bd,96357,000000000000000000000000000199bd,user_sends_wallet
user_96357,wallet_000000000000000000000000000199be,96357,000000000000000000000000000199be,user_sends_wallet
user_96357,wallet_000000000000000000000000000199bf,96357,000000000000000000000000000199bf,user_sends_wallet
user_96357,wallet_000000000000000000000000000199c0,96357,000000000000000000000000000199c0,user_sends_wallet
user_131920,wallet_000000000000000000000000000199c1,131920,000000000000000000000000000199c1,user_sends_wallet
user_151962,wallet_000000000000000000000000000199c2,151962,000000000000000000000000000199c2,user_sends_wallet
user_145560,wallet_000000000000000000000000000199c3,145560,000000000000000000000000000199c3,user_sends_wallet
user_151962,wallet_000000000000000000000000000199c7,151962,000000000000000000000000000199c7,user_sends_wallet
user_131116,wallet_000000000000000000000000000199cb,131116,000000000000000000000000000199cb,user_sends_wallet
user_131008,wallet_000000000000000000000000000199cc,131008,000000000000000000000000000199cc,user_sends_wallet
user_2241,wallet_000000000000000000000000000199ea,2241,000000000000000000000000000199ea,user_sends_wallet
user_4108,wallet_000000000000000000000000000199ec,4108,000000000000000000000000000199ec,user_sends_wallet
user_8310,wallet_000000000000000000000000000199ed,8310,000000000000000000000000000199ed,user_sends_wallet
user_21450,wallet_000000000000000000000000000199f0,21450,000000000000000000000000000199f0,user_sends_wallet
user_25059,wallet_000000000000000000000000000199f3,25059,000000000000000000000000000199f3,user_sends_wallet
user_32763,wallet_000000000000000000000000000199f5,32763,000000000000000000000000000199f5,user_sends_wallet
user_32783,wallet_000000000000000000000000000199f6,32783,000000000000000000000000000199f6,user_sends_wallet
user_33963,wallet_000000000000000000000000000199f7,33963,000000000000000000000000000199f7,user_sends_wallet
user_46040,wallet_000000000000000000000000000199f9,46040,000000000000000000000000000199f9,user_sends_wallet
user_54801,wallet_000000000000000000000000000199fa,54801,000000000000000000000000000199fa,user_sends_wallet
user_65464,wallet_000000000000000000000000000199fb,65464,000000000000000000000000000199fb,user_sends_wallet
user_70939,wallet_000000000000000000000000000199fc,70939,000000000000000000000000000199fc,user_sends_wallet
user_72342,wallet_000000000000000000000000000199fd,72342,000000000000000000000000000199fd,user_sends_wallet
user_84826,wallet_00000000000000000000000000019a00,84826,00000000000000000000000000019a00,user_sends_wallet
user_87885,wallet_00000000000000000000000000019a01,87885,00000000000000000000000000019a01,user_sends_wallet
user_96357,wallet_00000000000000000000000000019a03,96357,00000000000000000000000000019a03,user_sends_wallet
user_96357,wallet_00000000000000000000000000019a05,96357,00000000000000000000000000019a05,user_sends_wallet
user_155600,wallet_00000000000000000000000000019a06,155600,00000000000000000000000000019a06,user_sends_wallet
user_150983,wallet_00000000000000000000000000019a07,150983,00000000000000000000000000019a07,user_sends_wallet
user_122433,wallet_00000000000000000000000000019a08,122433,00000000000000000000000000019a08,user_sends_wallet
user_113083,wallet_00000000000000000000000000019a09,113083,00000000000000000000000000019a09,user_sends_wallet
user_141496,wallet_00000000000000000000000000019a0b,141496,00000000000000000000000000019a0b,user_sends_wallet
user_131920,wallet_00000000000000000000000000019a0c,131920,00000000000000000000000000019a0c,user_sends_wallet
user_146362,wallet_00000000000000000000000000019a0e,146362,00000000000000000000000000019a0e,user_sends_wallet
user_141620,wallet_00000000000000000000000000019a0f,141620,00000000000000000000000000019a0f,user_sends_wallet
user_127317,wallet_00000000000000000000000000019a10,127317,00000000000000000000000000019a10,user_sends_wallet
user_141680,wallet_00000000000000000000000000019a11,141680,00000000000000000000000000019a11,user_sends_wallet
user_155948,wallet_00000000000000000000000000019a12,155948,00000000000000000000000000019a12,user_sends_wallet
user_141733,wallet_00000000000000000000000000019a15,141733,00000000000000000000000000019a15,user_sends_wallet
user_141742,wallet_00000000000000000000000000019a16,141742,00000000000000000000000000019a16,user_sends_wallet
user_156036,wallet_00000000000000000000000000019a17,156036,00000000000000000000000000019a17,user_sends_wallet
user_151342,wallet_00000000000000000000000000019a18,151342,00000000000000000000000000019a18,user_sends_wallet
user_156111,wallet_00000000000000000000000000019a19,156111,00000000000000000000000000019a19,user_sends_wallet
user_132334,wallet_00000000000000000000000000019a1c,132334,00000000000000000000000000019a1c,user_sends_wallet
user_132353,wallet_00000000000000000000000000019a1d,132353,00000000000000000000000000019a1d,user_sends_wallet
user_141993,wallet_00000000000000000000000000019a1e,141993,00000000000000000000000000019a1e,user_sends_wallet
user_137204,wallet_00000000000000000000000000019a1f,137204,00000000000000000000000000019a1f,user_sends_wallet
user_137204,wallet_00000000000000000000000000019a20,137204,00000000000000000000000000019a20,user_sends_wallet
user_137204,wallet_0000000000000000000000000001851c,137204,0000000000000000000000000001851c,user_sends_wallet
user_113593,wallet_00000000000000000000000000019a22,113593,00000000000000000000000000019a22,user_sends_wallet
user_156271,wallet_00000000000000000000000000019a23,156271,00000000000000000000000000019a23,user_sends_wallet
user_113607,wallet_00000000000000000000000000019a24,113607,00000000000000000000000000019a24,user_sends_wallet
user_151580,wallet_00000000000000000000000000019a25,151580,00000000000000000000000000019a25,user_sends_wallet
user_151580,wallet_00000000000000000000000000019a26,151580,00000000000000000000000000019a26,user_sends_wallet
user_151580,wallet_00000000000000000000000000019a27,151580,00000000000000000000000000019a27,user_sends_wallet
user_151580,wallet_00000000000000000000000000019a28,151580,00000000000000000000000000019a28,user_sends_wallet
user_142089,wallet_00000000000000000000000000019a29,142089,00000000000000000000000000019a29,user_sends_wallet
user_142089,wallet_00000000000000000000000000019a2a,142089,00000000000000000000000000019a2a,user_sends_wallet
user_113648,wallet_00000000000000000000000000019a2b,113648,00000000000000000000000000019a2b,user_sends_wallet
user_123054,wallet_00000000000000000000000000019a2c,123054,00000000000000000000000000019a2c,user_sends_wallet
user_156343,wallet_00000000000000000000000000019a2d,156343,00000000000000000000000000019a2d,user_sends_wallet
user_137343,wallet_00000000000000000000000000019a2f,137343,00000000000000000000000000019a2f,user_sends_wallet
user_118486,wallet_00000000000000000000000000019a30,118486,00000000000000000000000000019a30,user_sends_wallet
user_113774,wallet_00000000000000000000000000019a32,113774,00000000000000000000000000019a32,user_sends_wallet
user_123170,wallet_00000000000000000000000000019a33,123170,00000000000000000000000000019a33,user_sends_wallet
user_146979,wallet_00000000000000000000000000019a34,146979,00000000000000000000000000019a34,user_sends_wallet
user_156467,wallet_00000000000000000000000000019a35,156467,00000000000000000000000000019a35,user_sends_wallet
user_113836,wallet_00000000000000000000000000019a36,113836,00000000000000000000000000019a36,user_sends_wallet
user_156541,wallet_00000000000000000000000000019a37,156541,00000000000000000000000000019a37,user_sends_wallet
user_127925,wallet_00000000000000000000000000019a38,127925,00000000000000000000000000019a38,user_sends_wallet
user_142415,wallet_00000000000000000000000000019a3d,142415,00000000000000000000000000019a3d,user_sends_wallet
user_142467,wallet_00000000000000000000000000019a3e,142467,00000000000000000000000000019a3e,user_sends_wallet
user_151962,wallet_00000000000000000000000000019a40,151962,00000000000000000000000000019a40,user_sends_wallet
user_118915,wallet_00000000000000000000000000019a43,118915,00000000000000000000000000019a43,user_sends_wallet
user_137870,wallet_00000000000000000000000000019a44,137870,00000000000000000000000000019a44,user_sends_wallet
user_137870,wallet_00000000000000000000000000019a45,137870,00000000000000000000000000019a45,user_sends_wallet
user_152140,wallet_00000000000000000000000000019a46,152140,00000000000000000000000000019a46,user_sends_wallet
user_123634,wallet_00000000000000000000000000019a47,123634,00000000000000000000000000019a47,user_sends_wallet
user_114193,wallet_00000000000000000000000000019a48,114193,00000000000000000000000000019a48,user_sends_wallet
user_114201,wallet_00000000000000000000000000019a49,114201,00000000000000000000000000019a49,user_sends_wallet
user_147457,wallet_00000000000000000000000000019a4a,147457,00000000000000000000000000019a4a,user_sends_wallet
user_147476,wallet_00000000000000000000000000019a4b,147476,00000000000000000000000000019a4b,user_sends_wallet
user_152221,wallet_00000000000000000000000000019a4c,152221,00000000000000000000000000019a4c,user_sends_wallet
user_152221,wallet_00000000000000000000000000019a4d,152221,00000000000000000000000000019a4d,user_sends_wallet
user_147530,wallet_00000000000000000000000000019a4e,147530,00000000000000000000000000019a4e,user_sends_wallet
user_114323,wallet_00000000000000000000000000019a4f,114323,00000000000000000000000000019a4f,user_sends_wallet
user_152284,wallet_00000000000000000000000000019a50,152284,00000000000000000000000000019a50,user_sends_wallet
user_128410,wallet_00000000000000000000000000019a51,128410,00000000000000000000000000019a51,user_sends_wallet
user_123791,wallet_00000000000000000000000000019a52,123791,00000000000000000000000000019a52,user_sends_wallet
user_133212,wallet_00000000000000000000000000019a53,133212,00000000000000000000000000019a53,user_sends_wallet
user_152332,wallet_00000000000000000000000000019a55,152332,00000000000000000000000000019a55,user_sends_wallet
user_133251,wallet_00000000000000000000000000019a56,133251,00000000000000000000000000019a56,user_sends_wallet
user_142910,wallet_00000000000000000000000000019a57,142910,00000000000000000000000000019a57,user_sends_wallet
user_152559,wallet_00000000000000000000000000019a59,152559,00000000000000000000000000019a59,user_sends_wallet
user_157364,wallet_00000000000000000000000000019a5a,157364,00000000000000000000000000019a5a,user_sends_wallet
user_138398,wallet_00000000000000000000000000019a5c,138398,00000000000000000000000000019a5c,user_sends_wallet
user_157512,wallet_00000000000000000000000000019a5e,157512,00000000000000000000000000019a5e,user_sends_wallet
user_148030,wallet_00000000000000000000000000019a5f,148030,00000000000000000000000000019a5f,user_sends_wallet
user_138515,wallet_00000000000000000000000000019a60,138515,00000000000000000000000000019a60,user_sends_wallet
user_152799,wallet_00000000000000000000000000019a61,152799,00000000000000000000000000019a61,user_sends_wallet
user_138516,wallet_00000000000000000000000000019a62,138516,00000000000000000000000000019a62,user_sends_wallet
user_143285,wallet_00000000000000000000000000019a63,143285,00000000000000000000000000019a63,user_sends_wallet
user_114857,wallet_00000000000000000000000000019a64,114857,00000000000000000000000000019a64,user_sends_wallet
user_114900,wallet_00000000000000000000000000019a65,114900,00000000000000000000000000019a65,user_sends_wallet
user_128964,wallet_00000000000000000000000000019a67,128964,00000000000000000000000000019a67,user_sends_wallet
user_138665,wallet_00000000000000000000000000014bdb,138665,00000000000000000000000000014bdb,user_sends_wallet
user_157813,wallet_00000000000000000000000000019a6a,157813,00000000000000000000000000019a6a,user_sends_wallet
user_153036,wallet_00000000000000000000000000019a6c,153036,00000000000000000000000000019a6c,user_sends_wallet
user_115080,wallet_00000000000000000000000000019a6e,115080,00000000000000000000000000019a6e,user_sends_wallet
user_119874,wallet_00000000000000000000000000019a70,119874,00000000000000000000000000019a70,user_sends_wallet
user_119937,wallet_00000000000000000000000000019a71,119937,00000000000000000000000000019a71,user_sends_wallet
user_157930,wallet_00000000000000000000000000019a72,157930,00000000000000000000000000019a72,user_sends_wallet
user_157930,wallet_00000000000000000000000000019a73,157930,00000000000000000000000000019a73,user_sends_wallet
user_134102,wallet_00000000000000000000000000019a74,134102,00000000000000000000000000019a74,user_sends_wallet
user_138927,wallet_00000000000000000000000000019a75,138927,00000000000000000000000000019a75,user_sends_wallet
user_134114,wallet_00000000000000000000000000019a77,134114,00000000000000000000000000019a77,user_sends_wallet
user_153228,wallet_00000000000000000000000000019a78,153228,00000000000000000000000000019a78,user_sends_wallet
user_138982,wallet_00000000000000000000000000019a79,138982,00000000000000000000000000019a79,user_sends_wallet
user_138982,wallet_00000000000000000000000000019a7a,138982,00000000000000000000000000019a7a,user_sends_wallet
user_148586,wallet_00000000000000000000000000019a7d,148586,00000000000000000000000000019a7d,user_sends_wallet
user_134219,wallet_00000000000000000000000000019a7e,134219,00000000000000000000000000019a7e,user_sends_wallet
user_115452,wallet_00000000000000000000000000019a7f,115452,00000000000000000000000000019a7f,user_sends_wallet
user_143898,wallet_00000000000000000000000000019a80,143898,00000000000000000000000000019a80,user_sends_wallet
user_148762,wallet_00000000000000000000000000019a82,148762,00000000000000000000000000019a82,user_sends_wallet
user_124958,wallet_00000000000000000000000000019a83,124958,00000000000000000000000000019a83,user_sends_wallet
user_120363,wallet_00000000000000000000000000019a85,120363,00000000000000000000000000019a85,user_sends_wallet
user_144041,wallet_00000000000000000000000000019a86,144041,00000000000000000000000000019a86,user_sends_wallet
user_158365,wallet_00000000000000000000000000019a87,158365,00000000000000000000000000019a87,user_sends_wallet
user_144158,wallet_00000000000000000000000000019a88,144158,00000000000000000000000000019a88,user_sends_wallet
user_153710,wallet_00000000000000000000000000019a8a,153710,00000000000000000000000000019a8a,user_sends_wallet
user_115777,wallet_00000000000000000000000000019a8b,115777,00000000000000000000000000019a8b,user_sends_wallet
user_139436,wallet_00000000000000000000000000019a8d,139436,00000000000000000000000000019a8d,user_sends_wallet
user_134770,wallet_00000000000000000000000000019a8e,134770,00000000000000000000000000019a8e,user_sends_wallet
user_149186,wallet_00000000000000000000000000019a8f,149186,00000000000000000000000000019a8f,user_sends_wallet
user_120703,wallet_00000000000000000000000000019a91,120703,00000000000000000000000000019a91,user_sends_wallet
user_120703,wallet_00000000000000000000000000019a92,120703,00000000000000000000000000019a92,user_sends_wallet
user_120703,wallet_00000000000000000000000000019a93,120703,00000000000000000000000000019a93,user_sends_wallet
user_120703,wallet_00000000000000000000000000019a94,120703,00000000000000000000000000019a94,user_sends_wallet
user_120703,wallet_00000000000000000000000000019a95,120703,00000000000000000000000000019a95,user_sends_wallet
user_116093,wallet_00000000000000000000000000019a96,116093,00000000000000000000000000019a96,user_sends_wallet
user_116096,wallet_00000000000000000000000000019a97,116096,00000000000000000000000000019a97,user_sends_wallet
user_154024,wallet_00000000000000000000000000019a98,154024,00000000000000000000000000019a98,user_sends_wallet
user_154065,wallet_00000000000000000000000000019a99,154065,00000000000000000000000000019a99,user_sends_wallet
user_130211,wallet_00000000000000000000000000019a9b,130211,00000000000000000000000000019a9b,user_sends_wallet
user_130256,wallet_00000000000000000000000000019a9c,130256,00000000000000000000000000019a9c,user_sends_wallet
user_125614,wallet_00000000000000000000000000019a9e,125614,00000000000000000000000000019a9e,user_sends_wallet
user_154141,wallet_00000000000000000000000000019a9f,154141,00000000000000000000000000019a9f,user_sends_wallet
user_144832,wallet_00000000000000000000000000019aa2,144832,00000000000000000000000000019aa2,user_sends_wallet
user_135308,wallet_00000000000000000000000000019aa3,135308,00000000000000000000000000019aa3,user_sends_wallet
user_135436,wallet_00000000000000000000000000019aa5,135436,00000000000000000000000000019aa5,user_sends_wallet
user_125961,wallet_00000000000000000000000000019aa7,125961,00000000000000000000000000019aa7,user_sends_wallet
user_154478,wallet_00000000000000000000000000019aa8,154478,00000000000000000000000000019aa8,user_sends_wallet
user_145093,wallet_00000000000000000000000000019aaa,145093,00000000000000000000000000019aaa,user_sends_wallet
user_130719,wallet_00000000000000000000000000019aab,130719,00000000000000000000000000019aab,user_sends_wallet
user_135567,wallet_00000000000000000000000000019aac,135567,00000000000000000000000000019aac,user_sends_wallet
user_126050,wallet_00000000000000000000000000019aae,126050,00000000000000000000000000019aae,user_sends_wallet
user_130787,wallet_00000000000000000000000000014c0e,130787,00000000000000000000000000014c0e,user_sends_wallet
user_130787,wallet_00000000000000000000000000019ab0,130787,00000000000000000000000000019ab0,user_sends_wallet
user_145168,wallet_00000000000000000000000000019ab1,145168,00000000000000000000000000019ab1,user_sends_wallet
user_140426,wallet_00000000000000000000000000019ab2,140426,00000000000000000000000000019ab2,user_sends_wallet
user_145237,wallet_00000000000000000000000000019ab3,145237,00000000000000000000000000019ab3,user_sends_wallet
user_159569,wallet_00000000000000000000000000019ab5,159569,00000000000000000000000000019ab5,user_sends_wallet
user_126312,wallet_00000000000000000000000000019ab6,126312,00000000000000000000000000019ab6,user_sends_wallet
user_145427,wallet_00000000000000000000000000019ab8,145427,00000000000000000000000000019ab8,user_sends_wallet
user_140650,wallet_00000000000000000000000000019ab9,140650,00000000000000000000000000019ab9,user_sends_wallet
user_150209,wallet_00000000000000000000000000019aba,150209,00000000000000000000000000019aba,user_sends_wallet
user_145469,wallet_00000000000000000000000000019abc,145469,00000000000000000000000000019abc,user_sends_wallet
user_159712,wallet_00000000000000000000000000019abf,159712,00000000000000000000000000019abf,user_sends_wallet
user_159712,wallet_00000000000000000000000000019ac0,159712,00000000000000000000000000019ac0,user_sends_wallet
user_155059,wallet_00000000000000000000000000019ac1,155059,00000000000000000000000000019ac1,user_sends_wallet
user_150327,wallet_00000000000000000000000000019ac2,150327,00000000000000000000000000019ac2,user_sends_wallet
user_159809,wallet_00000000000000000000000000019ac3,159809,00000000000000000000000000019ac3,user_sends_wallet
user_117206,wallet_00000000000000000000000000019ac5,117206,00000000000000000000000000019ac5,user_sends_wallet
user_150477,wallet_00000000000000000000000000019ac6,150477,00000000000000000000000000019ac6,user_sends_wallet
user_141015,wallet_00000000000000000000000000019ac8,141015,00000000000000000000000000019ac8,user_sends_wallet
user_141015,wallet_00000000000000000000000000019ac9,141015,00000000000000000000000000019ac9,user_sends_wallet
user_160071,wallet_00000000000000000000000000019aca,160071,00000000000000000000000000019aca,user_sends_wallet
user_126824,wallet_00000000000000000000000000019acb,126824,00000000000000000000000000019acb,user_sends_wallet
user_3304,wallet_00000000000000000000000000019acd,3304,00000000000000000000000000019acd,user_sends_wallet
user_8310,wallet_00000000000000000000000000014c25,8310,00000000000000000000000000014c25,user_sends_wallet
user_11278,wallet_00000000000000000000000000019acf,11278,00000000000000000000000000019acf,user_sends_wallet
user_27936,wallet_00000000000000000000000000019ad0,27936,00000000000000000000000000019ad0,user_sends_wallet
user_96357,wallet_00000000000000000000000000019ad2,96357,00000000000000000000000000019ad2,user_sends_wallet
user_96357,wallet_00000000000000000000000000019ad4,96357,00000000000000000000000000019ad4,user_sends_wallet
user_96357,wallet_00000000000000000000000000019ad5,96357,00000000000000000000000000019ad5,user_sends_wallet
user_96357,wallet_00000000000000000000000000019ad6,96357,00000000000000000000000000019ad6,user_sends_wallet
user_96357,wallet_00000000000000000000000000019ad7,96357,00000000000000000000000000019ad7,user_sends_wallet
user_96357,wallet_00000000000000000000000000019ad8,96357,00000000000000000000000000019ad8,user_sends_wallet
user_111225,wallet_00000000000000000000000000019ad9,111225,00000000000000000000000000019ad9,user_sends_wallet
user_150838,wallet_00000000000000000000000000019ada,150838,00000000000000000000000000019ada,user_sends_wallet
user_155835,wallet_00000000000000000000000000019add,155835,00000000000000000000000000019add,user_sends_wallet
user_118015,wallet_00000000000000000000000000019ade,118015,00000000000000000000000000019ade,user_sends_wallet
user_122729,wallet_00000000000000000000000000019ae0,122729,00000000000000000000000000019ae0,user_sends_wallet
user_132158,wallet_00000000000000000000000000019ae1,132158,00000000000000000000000000019ae1,user_sends_wallet
user_118478,wallet_00000000000000000000000000019ae4,118478,00000000000000000000000000019ae4,user_sends_wallet
user_137407,wallet_00000000000000000000000000019ae5,137407,00000000000000000000000000019ae5,user_sends_wallet
user_123600,wallet_00000000000000000000000000019aec,123600,00000000000000000000000000019aec,user_sends_wallet
user_147530,wallet_00000000000000000000000000019aed,147530,00000000000000000000000000019aed,user_sends_wallet
user_128482,wallet_00000000000000000000000000019aee,128482,00000000000000000000000000019aee,user_sends_wallet
user_114405,wallet_00000000000000000000000000019aef,114405,00000000000000000000000000019aef,user_sends_wallet
user_123949,wallet_00000000000000000000000000019af0,123949,00000000000000000000000000019af0,user_sends_wallet
user_114519,wallet_00000000000000000000000000019af2,114519,00000000000000000000000000019af2,user_sends_wallet
user_124170,wallet_00000000000000000000000000019af3,124170,00000000000000000000000000019af3,user_sends_wallet
